,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Santos,Athlético-PR,16.359461377330195,23.07114200550515,60.569144457392056,17.21591482740232,45.575248568758795
1,Fortaleza,América-MG,55.542185931402564,23.66489895308677,20.792694722693852,38.229841517903346,17.660122730871212
2,Bahia,Juventude,69.94417695506041,17.64769652106003,12.404888428036331,41.92215563922333,9.785643733709232
3,Bragantino,Cuiabá,85.5415416101282,10.541257941263654,3.899805570929011,62.62990388014832,5.960239001953021
4,Palmeiras,Grêmio,76.78828821436659,16.736133444106187,6.474092942468049,63.95998797249226,11.867913484912403
5,Atlético-MG,Flamengo,26.800065937444128,34.6071580055354,38.592775591345216,39.831303313932196,49.048055983071514
6,Atlético-GO,Sport,39.3792944254003,46.820497956307335,13.80020760526206,75.63046340202038,51.96228511196921
7,Fluminense,Ceará,35.82551447210807,32.776369604952855,31.39811513917401,42.20462739530318,38.915324955170924
8,Internacional,São Paulo,60.73189170568356,26.251464613204078,13.01659741527829,59.34948780882829,22.926561340732928
9,Chapecoense,Corinthians,25.52242287634328,38.12321663995271,36.35436038908603,45.47728592096135,54.45687699327938
