,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,0,82876,Sport,MEI,1.6,3.7
1,0,91151,Sport,ATA,1.0,-0.39999999999999997
2,Abel Ferreira,110506,Palmeiras,TEC,4.15,4.5200000000000005
3,Abel Hernández,74159,Fluminense,ATA,-1.4333333333333336,2.833333333333334
4,Abner Vinícius,104513,Athlético-PR,LAT,2.1,3.233333333333333
5,Ademir,101314,América-MG,ATA,2.75,1.65
6,Aderlan,88423,Bragantino,LAT,3.1,12.8
7,Alan Ruschel,63110,América-MG,LAT,1.7666666666666668,1.0
8,Alerrandro,101715,Bragantino,ATA,-0.1,0.0
9,Alison,73974,Santos,MEI,1.45,0.05000000000000002
10,Allan,96652,Atlético-MG,MEI,1.65,2.6
11,Alyson,102330,Juventude,LAT,0.1,7.8
12,Alê,86388,América-MG,MEI,3.8,1.0666666666666667
13,Anderson Jesus,90700,América-MG,ZAG,2.35,1.0
14,André,68690,Sport,ATA,-1.4,-0.3749999999999999
15,André,107498,Fluminense,MEI,-2.5,1.55
16,André Luís,92146,Atlético-GO,ATA,1.0250000000000001,1.0
17,Anselmo Ramon,69214,Chapecoense,ATA,2.85,1.2600000000000002
18,António Oliveira,111578,Athlético-PR,TEC,4.0,4.9975
19,Araos,102352,Corinthians,MEI,0.0,0.37499999999999994
20,Arthur Gomes,96966,Atlético-GO,ATA,2.266666666666667,0.8
21,Artur,95799,Bragantino,ATA,10.000000000000002,4.933333333333333
22,Baralhas,99440,Atlético-GO,MEI,0.26666666666666666,6.35
23,Benítez,93550,São Paulo,MEI,11.6,-0.5333333333333333
24,Bobadilla,84342,Fluminense,ATA,0.1,3.4
25,Boschilia,86841,Internacional,MEI,-0.4,2.6
26,Brenno,100830,Grêmio,GOL,2.0,0.0
27,Breno Lopes,93988,Palmeiras,ATA,4.1499999999999995,5.3999999999999995
28,Bruninho,101716,Juventude,MEI,0.0,0.4
29,Bruno Alves,73620,São Paulo,ZAG,6.55,0.78
30,Bruno Cortez,72079,Grêmio,LAT,-1.0,1.9
31,Bruno Henrique,90285,Flamengo,ATA,11.533333333333333,0.25
32,Bruno Melo,84339,Fortaleza,LAT,2.45,0.0
33,Bruno Nazário,81776,América-MG,MEI,0.09999999999999998,1.0999999999999999
34,Bruno Pacheco,90061,Ceará,LAT,-0.8666666666666666,1.8000000000000003
35,Bruno Rodrigues,92811,São Paulo,ATA,1.4,0.0
36,Bruno Silva,101422,Chapecoense,ATA,-2.7,-0.6
37,Buiú,88544,Ceará,LAT,-0.5,3.25
38,Busanello,97537,Chapecoense,LAT,5.9,8.3
39,Caio Paulista,102318,Fluminense,ATA,1.25,7.8
40,Caio Vidal,107745,Internacional,ATA,0.6333333333333334,1.0
41,Calebe,109461,Atlético-MG,MEI,0.25,-0.1
42,Calegari,104276,Fluminense,LAT,5.866666666666667,1.5999999999999996
43,Camacho,68770,Santos,MEI,2.5,1.8
44,Camilo,104519,Cuiabá,MEI,0.3,0.10000000000000002
