,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Bragantino,Juventude,62.78932947671243,23.081749311656566,14.128706764254643,50.92042972617895,17.739272722299166
1,Atlético-MG,Palmeiras,50.13897148396678,24.682954778840717,25.17795172280738,34.03700342157829,19.661483105794193
2,São Paulo,Grêmio,33.13583193612564,42.981955222764554,23.882212829448246,60.65875581734239,52.54690351445511
3,Flamengo,Sport,47.05248440159712,34.93884430143689,18.00867028427515,60.74053219988883,36.76204124849263
4,Corinthians,Ceará,22.78152272277469,35.48104881435035,41.737427969644315,39.413152793549955,54.70791162194618
5,Fortaleza,Santos,61.28525971729365,22.951654630699725,15.762827542993229,46.6710323727565,17.140575489646608
6,Bahia,Atlético-GO,32.291872929342844,29.171222831130134,38.5368986243231,31.513444346170633,35.66675433437593
7,Cuiabá,Athlético-PR,20.471474689022816,26.635797955947364,52.892683735635316,23.140665844607387,44.99854606866297
8,Internacional,Fluminense,35.63730858792823,35.3028055032626,29.05988565721687,47.698807151138645,42.52225310477906
9,Chapecoense,América-MG,29.50092284414768,28.12213031540307,42.376934247995635,27.911809669619647,36.236870869941754
