,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Palmeiras,Santos,55.31165191342564,25.20699665209533,19.48125937944986,43.89170439730755,20.55895747051119
1,Grêmio,Internacional,23.039281801641792,32.33891453139022,44.62180147959228,33.97909563847067,50.43228174336334
2,Athlético-PR,Bragantino,50.57238190208794,21.947625758511393,27.479288251807855,24.722262402531538,14.1447977548324
3,São Paulo,Bahia,16.425384912670083,23.624939148833338,59.949486267909904,18.14078588715066,46.64397876695453
4,América-MG,Atlético-MG,25.01344414105995,24.995675242355514,49.990779225231975,20.28220817704738,34.94282368315751
5,Sport,Fluminense,20.8340612421282,42.57619056143995,36.589748171873644,49.89938698999934,63.76203470935992
6,Juventude,Atlético-GO,24.581438245415864,36.65599234390843,38.76256918834068,42.349970422759775,53.90276390723492
7,Flamengo,Chapecoense,60.05597980796124,26.872802553547714,13.071182203262527,60.14926539054129,23.862647043077818
8,Cuiabá,Ceará,18.639232569184212,38.52307584860678,42.83769137819742,42.54515336397368,63.26095915845773
9,Fortaleza,Corinthians,49.45043664119667,32.02622657156354,18.523333282039445,56.56775671489878,32.220911177163785
