,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,63.491666666666674,1,59.98333333333333,3,57.23833333333334,1
1,Bahia,56.671666666666674,2,48.23500000000001,10,41.24166666666667,9
2,Bragantino,53.36333333333334,3,39.01833333333334,17,47.72666666666667,4
3,América-MG,53.026666666666664,4,54.546666666666674,4,51.44499999999999,2
4,Sport,51.51,5,49.23,9,33.41833333333333,16
5,Palmeiras,50.92499999999999,6,49.47166666666667,8,42.544999999999995,8
6,Atlético-MG,50.146666666666675,7,64.01833333333333,2,48.78333333333333,3
7,Fortaleza,50.001666666666665,8,46.11000000000001,13,42.800000000000004,6
8,Ceará,48.745,9,53.126666666666665,5,35.765,13
9,Fluminense,45.49166666666667,10,50.165,7,39.07333333333333,10
10,Atlético-GO,45.0,11,48.05500000000001,11,47.32666666666666,5
11,Cuiabá,42.32666666666667,12,38.94499999999999,18,36.435,12
12,Internacional,41.29166666666667,13,64.41833333333334,1,42.76500000000001,7
13,Corinthians,40.85666666666666,14,47.96333333333333,12,35.11166666666667,14
14,Athlético-PR,37.09166666666667,15,39.89,16,37.365,11
15,São Paulo,34.59833333333333,16,41.50666666666667,15,29.855,18
16,Juventude,34.42,17,43.18333333333334,14,29.764999999999997,19
17,Santos,33.27333333333333,18,38.50833333333333,19,32.675,17
18,Chapecoense,29.63833333333334,19,25.8,20,34.781666666666666,15
19,Grêmio,26.163333333333338,20,52.055,6,25.254999999999995,20
