,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'A': 1, 'DS': 11, 'FC': 8, 'FD': 1, 'FF': 3, 'FS': 6, 'G': 1, 'PI': 113, 'SG': 7}",71602,37,327,2,7,5.0,6.34,0.7,3.14,16,joao-paulo,João Paulo,J. Paulo,João Paulo Gomes da Costa,https://s.glbimg.com/es/sde/f/2021/06/04/71c98de1e3ed4f97ef1a68c10b697126_FORMATO.png,Provável
1,"{'CA': 5, 'CV': 1, 'DS': 29, 'FC': 16, 'FD': 2, 'FF': 7, 'FS': 12, 'G': 1, 'PI': 104, 'SG': 6}",38394,37,293,3,6,6.1,9.08,0.85,1.99,24,thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Nulo
2,"{'A': 1, 'DS': 29, 'FC': 10, 'FD': 2, 'FF': 3, 'FS': 24, 'G': 1, 'PC': 1, 'PI': 134, 'SG': 6}",87225,37,293,3,6,7.9,8.7,0.96,2.89,24,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Nulo
3,{},84863,37,293,6,7,6.02,4.78,0.81,3.27,13,alberto-valentim,Alberto Valentim,A. Valentim,Alberto Valentim do Carmo Neto,https://s.glbimg.com/es/sde/f/2021/04/27/330fee85f00a26093f7e85cf80e57bbc_FORMATO.png,Provável
4,"{'CA': 6, 'DS': 100, 'FC': 35, 'FD': 6, 'FF': 6, 'FS': 42, 'I': 1, 'PI': 356, 'SG': 11}",42500,37,264,2,7,0.0,12.15,0.0,3.71,33,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2021/08/06/1dbfc9287c7d5ed6dcd220b9228fc055_FORMATO.png,Provável
5,"{'A': 2, 'CV': 1, 'DS': 8, 'FC': 8, 'FD': 5, 'FF': 10, 'FS': 7, 'FT': 2, 'G': 2, 'I': 2, 'PI': 42}",69102,37,282,5,7,0.0,6.24,0.0,3.33,13,vargas,Vargas,Vargas,Eduardo Jesús Vargas Rojas,https://s.glbimg.com/es/sde/f/2021/04/23/d29b68b56d66316606b2224987ab6846_FORMATO.png,Provável
6,"{'CA': 6, 'DS': 24, 'FC': 21, 'FD': 3, 'FF': 6, 'FS': 15, 'G': 1, 'I': 7, 'PC': 1, 'PI': 157, 'SG': 13}",63172,37,1371,3,7,2.0,5.58,-0.05,2.42,29,paulao,Paulão,Paulão,Paulo Marcos de Jesus Ribeiro,https://s.glbimg.com/es/sde/f/2021/05/28/bd45d7403ae979169ca442b18400e2fa_FORMATO.png,Provável
7,"{'DE': 89, 'DP': 1, 'DS': 3, 'FS': 4, 'GS': 27, 'SG': 16}",72294,37,282,1,6,6.0,12.73,0.47,4.4,35,everson,Everson,Everson,Everson Felipe Marques Pires,https://s.glbimg.com/es/sde/f/2021/05/02/2eff4cdfd58d4f859979ef83bbe1ad06_FORMATO.png,Nulo
8,"{'DE': 102, 'DP': 1, 'DS': 1, 'FS': 3, 'GS': 27, 'SG': 13}",51413,37,1371,1,7,8.0,9.22,1.37,5.15,29,walter,Walter,Walter,Walter Leandro Capeloza Artune,https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png,Provável
9,"{'A': 4, 'CA': 1, 'CV': 2, 'DS': 76, 'FC': 40, 'FD': 11, 'FF': 14, 'FS': 67, 'FT': 1, 'G': 3, 'I': 3, 'PI': 210}",83433,37,285,4,7,1.7,9.6,-0.52,3.95,32,patrick,Patrick,Patrick,Patrick Bezerra do Nascimento,https://s.glbimg.com/es/sde/f/2021/05/02/edb310e9b3a541992505fa9f30654040_FORMATO.png,Provável
