,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1655,Róger Guedes,89898,Corinthians,ATA,9.342857142857143,2.6714285714285717,Santos,mandante,3.90625,6.624553571428572
1656,Pedro Henrique,71038,Atlético-GO,ZAG,7.4,5.75,Ceará,mandante,4.7,6.050000000000001
1657,Tiepo,98412,Chapecoense,GOL,5.5,-1.5,Grêmio,mandante,6.321428571428571,5.910714285714286
1658,Hulk,39148,Atlético-MG,ATA,8.723076923076924,5.01875,Juventude,mandante,2.9642857142857144,5.84368131868132
1659,Rodallega,74034,Bahia,ATA,7.349999999999999,0.25555555555555554,Cuiabá,mandante,4.03125,5.690624999999999
1660,Artur,95799,Bragantino,ATA,6.6071428571428585,5.14,Sport,mandante,4.5625,5.584821428571429
1661,Daniel Guedes ,88225,Fortaleza,LAT,7.449999999999999,0.2,Palmeiras,mandante,3.6,5.5249999999999995
1662,Douglas Borel,104634,Bahia,LAT,7.0,0.0,Cuiabá,mandante,4.03125,5.515625
1663,Matheus Donelli,107179,Corinthians,GOL,7.0,0.0,Santos,mandante,3.90625,5.453125
1664,Lucas Ramos,106000,Internacional,MEI,8.3,0.8,Flamengo,mandante,2.4642857142857144,5.382142857142858
1665,Kaio Nunes,102563,Chapecoense,ATA,4.279999999999999,0.7428571428571428,Grêmio,mandante,6.321428571428571,5.300714285714285
1666,João Paulo,111281,Chapecoense,GOL,4.25,1.2777777777777777,Grêmio,mandante,6.321428571428571,5.285714285714286
1667,Luan Cândido,100848,Bragantino,LAT,5.957142857142857,2.8333333333333335,Sport,mandante,4.5625,5.259821428571429
1668,Ignácio,103523,Chapecoense,ZAG,4.14,3.3249999999999997,Grêmio,mandante,6.321428571428571,5.230714285714285
1669,Guilherme Arana,87228,Atlético-MG,LAT,7.49,4.24,Juventude,mandante,2.9642857142857144,5.227142857142857
1670,Ytalo,53148,Bragantino,ATA,5.63076923076923,4.872727272727273,Sport,mandante,4.5625,5.096634615384615
1671,Mateus Claus,90590,Bahia,GOL,6.0,3.3333333333333335,Cuiabá,mandante,4.03125,5.015625
1672,Natanael,86264,Atlético-GO,LAT,5.233333333333333,4.09,Ceará,mandante,4.7,4.966666666666667
1673,Anderson Leite,87691,Chapecoense,MEI,3.5999999999999996,2.8181818181818183,Grêmio,mandante,6.321428571428571,4.960714285714285
1674,Igor Cariús,91639,Atlético-GO,LAT,5.027272727272727,3.641666666666666,Ceará,mandante,4.7,4.863636363636363
