,clube,ranking_clube,fase
0,Atlético-MG,2,100.0
1,Palmeiras,1,100.0
2,Fortaleza,3,80.0
3,Flamengo,6,60.0
4,Ceará,7,60.0
5,Bragantino,4,46.67
6,Athlético-PR,5,46.67
7,São Paulo,15,46.67
8,Fluminense,9,46.67
9,América-MG,17,40.0
10,Bahia,8,40.0
11,Internacional,13,33.33
12,Atlético-GO,11,33.33
13,Corinthians,12,33.33
14,Cuiabá,18,33.33
15,Sport,16,33.33
16,Santos,10,33.33
17,Juventude,14,26.67
18,Grêmio,19,26.67
19,Chapecoense,20,0.0
