,clube,P
0,Palmeiras,63.85443640220098
1,Athlético-PR,60.60796929136356
2,Atlético-MG,60.59977098424763
3,Bragantino,60.09230390772004
4,Flamengo,57.31399064676202
5,Corinthians,54.845600576811336
6,Santos,54.31704045653007
7,Fluminense,53.369159760739294
8,Fortaleza,53.030589738069175
9,São Paulo,50.80210366214773
10,Bahia,50.383993053486755
11,Internacional,48.36285098802614
12,Ceará,47.88738069850949
13,Atlético-GO,43.856280843853106
14,Grêmio,42.30067367687438
15,Sport,40.462511356410076
16,Juventude,40.16055877058119
17,Chapecoense,34.92156825111963
18,América-MG,33.71912953429627
19,Cuiabá,32.955831726149796
