,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Corinthians,Bahia,53.5379991314999,24.997073509774147,21.46482253001782,40.08373676369297,20.126485169986776
1,Ceará,Internacional,29.966400981427878,33.368129575002655,36.66546880792,39.24000653984037,44.2997340814931
2,Sport,Juventude,21.872516235665206,43.71884994323282,34.408633809150615,52.32351346822399,63.424375052995074
3,Chapecoense,Atlético-MG,7.2048681566469055,18.277272096443482,74.51701897101675,13.498484553810968,63.91213655507333
4,Atlético-GO,Athlético-PR,37.09722174293098,32.91824104522388,29.984536404654065,43.64553117126581,38.32897048005609
5,Bragantino,Flamengo,27.452409309935828,23.779975658926507,48.76740935563616,18.00311937892011,29.241680581811163
6,Fluminense,Fortaleza,33.907300470644145,28.523399158286317,37.569292688288314,30.888152467215967,33.25433947372156
7,América-MG,Palmeiras,33.03193059499285,28.354792679387273,38.61326792026749,30.015015367645827,33.60307088635301
8,Grêmio,Cuiabá,30.14568042926503,35.36147783010647,34.492841518597906,43.37178424186798,46.79114374243773
9,São Paulo,Santos,40.371362242332246,33.7881383014708,25.84049866300841,49.0198626000974,37.79685008118166
