,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Santos,América-MG,31.065508650183038,32.29361007604081,36.64088023484616,37.68141308464663,41.776024618118115
1,Juventude,Ceará,35.580742507077304,31.91569247000331,32.50356384573785,40.01582073614946,37.783214807773085
2,Fluminense,Flamengo,19.467615535113186,28.290906310622105,52.24145887732702,26.032023472879924,49.59636625360177
3,Fortaleza,Athlético-PR,48.219299296581106,25.530289548138196,26.250340131830285,34.56013566048623,21.531306462395825
4,Atlético-MG,Cuiabá,59.94834939503263,26.230854857837745,13.820747533561256,57.41439323899851,22.782649333458156
5,Internacional,Corinthians,43.75482777034574,30.99647044300279,25.248698229082905,45.72617249758971,32.24932263553904
6,Bragantino,São Paulo,54.1223026777657,26.06140536541354,19.816232993699735,45.00513383088079,22.08873203249258
7,Bahia,Chapecoense,52.81711334972513,23.945567519433734,23.237125970903666,35.01801493654268,18.107769347539392
8,Atlético-GO,Grêmio,40.8790867991657,37.09255293805866,22.028360008839304,57.403856295634604,41.792118976531526
9,Palmeiras,Sport,45.0358684415887,35.15662948546986,19.807501286376404,58.30725569084281,37.687603524936236
