,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,0,62.39520512820513,1,64.11733333333333,1,60.67307692307692,1
1,1,56.96366666666667,2,64.00666666666667,2,49.92066666666666,4
2,2,53.42031250000001,3,53.775625000000005,3,53.065000000000005,3
3,13,48.54671428571428,4,43.702,14,53.39142857142856,2
4,3,47.3225,5,53.019999999999996,4,41.625,7
5,4,47.08258928571428,6,50.59642857142857,5,43.568749999999994,5
6,7,44.520333333333326,7,47.59399999999999,8,41.44666666666667,8
7,5,43.0737619047619,8,49.69466666666666,6,36.45285714285714,13
8,10,42.98683035714286,9,45.83428571428572,11,40.139374999999994,10
9,11,41.46711904761904,10,44.98357142857143,12,37.950666666666656,12
10,6,41.24130952380952,11,47.92928571428572,7,34.55333333333333,15
11,9,41.19392857142857,12,46.38,10,36.007857142857134,14
12,15,40.53411904761905,13,41.37466666666667,16,39.69357142857143,11
13,17,40.39035714285714,14,37.84642857142857,18,42.934285714285714,6
14,18,37.988749999999996,15,34.850833333333334,19,41.126666666666665,9
15,8,36.97345238095238,16,46.43357142857143,9,27.513333333333335,18
16,14,36.77366666666667,17,41.432,15,32.11533333333334,16
17,12,34.9148076923077,18,44.855000000000004,13,24.974615384615387,20
18,16,33.65069711538462,19,40.910625,17,26.390769230769234,19
19,19,30.625666666666667,20,30.516666666666666,20,30.734666666666666,17
