,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,62.49333333333333,1,52.51333333333332,3,77.365,1
1,Internacional,61.50833333333333,2,45.13166666666667,9,55.23666666666666,3
2,Atlético-MG,55.544999999999995,3,64.68833333333332,1,48.220000000000006,8
3,Corinthians,49.708333333333336,4,46.4,7,48.925000000000004,7
4,América-MG,46.65500000000001,5,48.491666666666674,6,37.33833333333333,13
5,Atlético-GO,45.01666666666667,6,23.034999999999997,20,49.671666666666674,6
6,Bragantino,44.89000000000001,7,43.14500000000001,10,60.779999999999994,2
7,Ceará,43.92833333333332,8,51.199999999999996,4,42.51166666666667,11
8,Sport,42.61833333333333,9,31.16333333333333,17,37.925000000000004,12
9,Cuiabá,42.181666666666665,10,25.436666666666667,19,49.90833333333333,5
10,Fortaleza,42.089999999999996,11,63.491666666666674,2,42.87166666666667,10
11,Grêmio,36.656666666666666,12,46.00833333333333,8,25.40166666666667,18
12,Santos,36.23833333333334,13,42.365,12,32.836666666666666,14
13,Palmeiras,34.818333333333335,14,50.728333333333346,5,50.20000000000001,4
14,Juventude,33.544999999999995,15,42.41833333333333,11,21.888333333333335,20
15,São Paulo,33.50833333333333,16,40.18333333333333,13,47.326666666666675,9
16,Chapecoense,29.944999999999997,17,29.365,18,31.743333333333336,15
17,Fluminense,29.909999999999997,18,39.218333333333334,14,30.128333333333334,16
18,Bahia,24.47666666666667,19,34.32666666666666,16,28.423333333333336,17
19,Athlético-PR,21.128333333333334,20,37.60166666666666,15,23.253333333333334,19
