,clube,ranking_clube,fase
0,Atlético-MG,1,73.33
1,Fluminense,8,73.33
2,Flamengo,3,66.67
3,Internacional,7,66.67
4,América-MG,14,60.0
5,Cuiabá,11,53.33
6,Corinthians,6,46.67
7,Palmeiras,2,46.67
8,Athlético-PR,9,46.67
9,Atlético-GO,10,40.0
10,Grêmio,18,40.0
11,São Paulo,13,40.0
12,Bahia,17,33.33
13,Juventude,15,33.33
14,Ceará,12,33.33
15,Chapecoense,20,26.67
16,Sport,19,26.67
17,Bragantino,5,20.0
18,Fortaleza,4,20.0
19,Santos,16,13.33
