,clube,ranking_clube,fase
0,Atlético-MG,1,100.0
1,Flamengo,5,80.0
2,Internacional,9,66.67
3,Fortaleza,3,66.67
4,Atlético-GO,7,53.33
5,Ceará,8,53.33
6,Sport,17,53.33
7,Juventude,12,46.67
8,Palmeiras,2,46.67
9,São Paulo,14,46.67
10,Corinthians,11,46.67
11,Santos,10,40.0
12,América-MG,18,40.0
13,Cuiabá,16,40.0
14,Bragantino,4,33.33
15,Grêmio,19,33.33
16,Fluminense,15,20.0
17,Athlético-PR,6,20.0
18,Bahia,13,6.67
19,Chapecoense,20,6.67
