,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Palmeiras,Atlético-MG,21.402448679874762,25.99190723480226,52.60558329112307,21.989560955406404,42.2409922660601
1,Fluminense,Internacional,37.269763545838956,31.591234486480747,31.1390004491372,40.64473263633824,36.226298850008
2,Santos,Fortaleza,30.352983928678835,29.718062655062756,39.92894877304023,31.754581902275675,38.289159889215114
3,Ceará,Corinthians,38.47946007964778,33.45958657416935,28.060952614298508,46.238489770034754,38.31322849970634
4,Atlético-GO,Bahia,37.32516909839244,36.46857920071886,26.206251505340983,51.923688154742074,42.93836152215695
5,Juventude,Bragantino,33.96152850737255,27.93611964115762,38.10234090854557,29.514779416198124,32.12391701157606
6,América-MG,Chapecoense,65.74179812051477,20.99333823498447,13.26429365376265,48.55827367941251,14.661033122227291
7,Grêmio,São Paulo,35.81350210708021,35.538888169810754,28.64760949056321,48.379587951415914,42.711306659497325
8,Athlético-PR,Cuiabá,40.633677714970545,32.48961230477258,26.87670859337664,46.102073089912246,35.81180647293691
9,Sport,Flamengo,16.38687566314736,30.177462165624952,53.4356535442289,28.931216406581967,57.849107180127554
