,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1565,Rafael Luiz,107543,Bragantino,LAT,1.0666666666666667,10.2,Bahia,visitante,4.5,7.35
1566,Ricardo Bueno,69141,Juventude,ATA,7.633333333333333,9.55,Athlético-PR,visitante,3.1666666666666665,6.358333333333333
1567,Renan,109963,Palmeiras,ZAG,1.0833333333333333,6.966666666666666,Chapecoense,visitante,5.5,6.2333333333333325
1568,Aderlan,88423,Bragantino,LAT,4.085714285714285,7.8,Bahia,visitante,4.5,6.15
1569,Fernando Miguel,71571,Atlético-GO,GOL,3.8333333333333335,6.3125,São Paulo,visitante,5.0625,5.6875
1570,Raul,92496,Bragantino,MEI,2.8000000000000003,6.840000000000001,Bahia,visitante,4.5,5.67
1571,Deyverson,92708,Palmeiras,ATA,1.5555555555555556,5.833333333333332,Chapecoense,visitante,5.5,5.666666666666666
1572,Wagner,37674,Juventude,MEI,0.5,8.15,Athlético-PR,visitante,3.1666666666666665,5.658333333333333
1573,Luan Cândido,100848,Bragantino,LAT,3.9,6.550000000000001,Bahia,visitante,4.5,5.525
1574,Weverton,71631,Palmeiras,GOL,1.6,5.5,Chapecoense,visitante,5.5,5.5
1575,Esteves,100846,Palmeiras,LAT,0.4,0.0,Chapecoense,visitante,5.5,5.5
1576,Vanderson,107750,Grêmio,LAT,3.2857142857142856,5.55,Flamengo,visitante,5.333333333333333,5.441666666666666
1577,Campaz,105102,Grêmio,MEI,-0.7,0.0,Flamengo,visitante,5.333333333333333,5.333333333333333
1578,Everton,50301,Grêmio,MEI,-0.5,0.0,Flamengo,visitante,5.333333333333333,5.333333333333333
1579,Rodrigues,91251,Grêmio,ZAG,3.65,0.0,Flamengo,visitante,5.333333333333333,5.333333333333333
1580,Maicon,38196,Grêmio,MEI,-3.0,0.0,Flamengo,visitante,5.333333333333333,5.333333333333333
1581,Villasanti,97145,Grêmio,MEI,4.833333333333333,0.0,Flamengo,visitante,5.333333333333333,5.333333333333333
1582,Léo Baptistão ,81161,Santos,ATA,-0.7,8.0,Ceará,visitante,2.5555555555555554,5.277777777777778
1583,Arnaldo,78497,Atlético-GO,LAT,2.36,5.471428571428572,São Paulo,visitante,5.0625,5.266964285714286
1584,Breno Lopes,93988,Palmeiras,ATA,2.5714285714285716,4.883333333333334,Chapecoense,visitante,5.5,5.191666666666666
1585,Rickson,100002,Atlético-GO,MEI,0.6000000000000001,0.0,São Paulo,visitante,5.0625,5.0625
1586,Montenegro,71695,Atlético-GO,ATA,0.9666666666666668,0.0,São Paulo,visitante,5.0625,5.0625
1587,Maurício Kozlinski,72595,Atlético-GO,GOL,3.0,0.0,São Paulo,visitante,5.0625,5.0625
1588,Victor Luis,86410,Palmeiras,LAT,1.5,4.55,Chapecoense,visitante,5.5,5.025
1589,Ferreira,101290,Grêmio,ATA,4.671428571428571,4.6000000000000005,Flamengo,visitante,5.333333333333333,4.966666666666667
1590,Maurício Barbieri,82792,Bragantino,TEC,3.6689999999999996,5.423749999999999,Bahia,visitante,4.5,4.961874999999999
1591,Natanael,86264,Atlético-GO,LAT,5.575,4.857142857142857,São Paulo,visitante,5.0625,4.959821428571429
1592,Gustavo Scarpa,87999,Palmeiras,MEI,5.57,4.3500000000000005,Chapecoense,visitante,5.5,4.925000000000001
1593,Igor Cariús,91639,Atlético-GO,LAT,3.7714285714285714,4.76,São Paulo,visitante,5.0625,4.91125
1594,João Paulo,86770,Atlético-GO,MEI,3.1714285714285713,4.75,São Paulo,visitante,5.0625,4.90625
1595,Ramires,103295,Bragantino,MEI,1.0,5.3,Bahia,visitante,4.5,4.9
1596,Abel Ferreira,110506,Palmeiras,TEC,4.01,4.2749999999999995,Chapecoense,visitante,5.5,4.887499999999999
1597,Léo Ortiz,97867,Bragantino,ZAG,1.1666666666666667,5.26,Bahia,visitante,4.5,4.88
1598,Jailson,72290,Palmeiras,GOL,3.5,4.125,Chapecoense,visitante,5.5,4.8125
1599,Claudinho,92630,Bragantino,MEI,2.15,5.0,Bahia,visitante,4.5,4.75
1600,Realpe,106299,Bragantino,ZAG,-0.19999999999999998,5.0,Bahia,visitante,4.5,4.75
1601,Alerrandro,101715,Bragantino,ATA,1.3,4.975,Bahia,visitante,4.5,4.7375
1602,Zé Roberto,80076,Atlético-GO,ATA,0.4800000000000001,4.375000000000001,São Paulo,visitante,5.0625,4.71875
1603,Cleiton,93882,Bragantino,GOL,3.625,4.875,Bahia,visitante,4.5,4.6875
1604,Eduardo Barroca,77774,Atlético-GO,TEC,2.7269999999999994,4.2475000000000005,São Paulo,visitante,5.0625,4.655
1605,Mayke,81150,Palmeiras,LAT,1.5166666666666666,3.8000000000000003,Chapecoense,visitante,5.5,4.65
1606,Gabriel Novaes,109639,Bragantino,ATA,1.1,4.75,Bahia,visitante,4.5,4.625
1607,Gustavo Gómez,71684,Palmeiras,ZAG,2.842857142857143,3.75,Chapecoense,visitante,5.5,4.625
1608,Danilo,107231,Palmeiras,MEI,0.9714285714285715,3.5666666666666664,Chapecoense,visitante,5.5,4.533333333333333
1609,Fabrício Bruno,90768,Bragantino,ZAG,2.2666666666666666,4.562499999999999,Bahia,visitante,4.5,4.53125
1610,Marcos Rocha,63013,Palmeiras,LAT,2.9375,3.54,Chapecoense,visitante,5.5,4.52
1611,Júlio César,38133,Bragantino,GOL,0.5,0.0,Bahia,visitante,4.5,4.5
1612,Bruninho,113558,Bragantino,ATA,-0.2,0.0,Bahia,visitante,4.5,4.5
1613,Haydar,108385,Bragantino,ZAG,0.5,0.0,Bahia,visitante,4.5,4.5
1614,Emiliano Martínez,108683,Bragantino,MEI,2.7,0.0,Bahia,visitante,4.5,4.5
1615,Hurtado,105301,Bragantino,ATA,-0.55,0.0,Bahia,visitante,4.5,4.5
1616,Lucas Evangelista,84674,Bragantino,MEI,3.1166666666666667,4.4750000000000005,Bahia,visitante,4.5,4.487500000000001
1617,Luan,80692,Palmeiras,ZAG,3.3875,3.4400000000000004,Chapecoense,visitante,5.5,4.470000000000001
1618,Artur,95799,Bragantino,ATA,6.111111111111112,4.4375,Bahia,visitante,4.5,4.46875
1619,Helinho,102598,Bragantino,ATA,2.666666666666666,4.416666666666667,Bahia,visitante,4.5,4.458333333333334
1620,Raphael Veiga,94509,Palmeiras,MEI,5.963636363636363,3.1999999999999997,Chapecoense,visitante,5.5,4.35
1621,Fabrício,105171,América-MG,ATA,4.066666666666666,5.133333333333334,Corinthians,visitante,3.4444444444444446,4.28888888888889
1622,Marinho,68952,Santos,ATA,5.45,6.0,Ceará,visitante,2.5555555555555554,4.277777777777778
1623,Matheus Peixoto,87098,Juventude,ATA,7.7142857142857135,5.319999999999999,Athlético-PR,visitante,3.1666666666666665,4.243333333333333
1624,Carlinhos,63194,Fortaleza,LAT,4.8,6.1,Internacional,visitante,2.375,4.2375
1625,Gabriel Chapecó,112616,Grêmio,GOL,6.0625,3.0,Flamengo,visitante,5.333333333333333,4.166666666666666
1626,Ytalo,53148,Bragantino,ATA,6.8,3.7124999999999995,Bahia,visitante,4.5,4.106249999999999
1627,Piquerez,102130,Palmeiras,LAT,1.8,2.7,Chapecoense,visitante,5.5,4.1
1628,Léo Chú,106820,Grêmio,ATA,0.65,2.85,Flamengo,visitante,5.333333333333333,4.091666666666667
1629,Danilo Barbosa,86777,Palmeiras,MEI,5.0,2.6750000000000003,Chapecoense,visitante,5.5,4.0875
1630,Danilo Barcelos,84382,Fluminense,LAT,2.0,5.633333333333333,Cuiabá,visitante,2.5,4.066666666666666
1631,Gabriel Menino,103767,Palmeiras,MEI,3.325,2.6333333333333333,Chapecoense,visitante,5.5,4.066666666666666
1632,Weverton,104625,Bragantino,LAT,-1.2333333333333332,3.6,Bahia,visitante,4.5,4.05
1633,Nathan Silva,95794,Atlético-GO,ZAG,4.525,3.0,São Paulo,visitante,5.0625,4.03125
1634,Dudu,97133,Atlético-GO,LAT,2.155555555555556,2.9875,São Paulo,visitante,5.0625,4.025
1635,Praxedes,107744,Bragantino,MEI,5.05,3.5199999999999996,Bahia,visitante,4.5,4.01
1636,Felipe Azevedo,60825,América-MG,ATA,2.3272727272727276,4.5625,Corinthians,visitante,3.4444444444444446,4.003472222222222
1637,Oliveira,94514,Atlético-GO,ZAG,0.9199999999999999,2.88,São Paulo,visitante,5.0625,3.97125
1638,Nino,91708,Fluminense,ZAG,3.1,5.4,Cuiabá,visitante,2.5,3.95
1639,Luiz Felipe Scolari,43618,Grêmio,TEC,4.765000000000001,2.4899999999999998,Flamengo,visitante,5.333333333333333,3.911666666666666
1640,Tiago Nunes,98057,Grêmio,TEC,3.283333333333333,2.3975,Flamengo,visitante,5.333333333333333,3.8654166666666665
1641,Wanderson,86143,Atlético-GO,ZAG,0.5249999999999999,2.6666666666666674,São Paulo,visitante,5.0625,3.864583333333334
1642,Baralhas,99440,Atlético-GO,MEI,2.675,2.6374999999999997,São Paulo,visitante,5.0625,3.8499999999999996
1643,Zé Rafael,82455,Palmeiras,MEI,1.8444444444444446,2.1285714285714286,Chapecoense,visitante,5.5,3.814285714285714
1644,Caio Paulista,102318,Fluminense,ATA,0.425,5.116666666666667,Cuiabá,visitante,2.5,3.8083333333333336
1645,Éderson,103099,Fortaleza,MEI,7.133333333333332,5.24,Internacional,visitante,2.375,3.8075
1646,Viña,98974,Palmeiras,LAT,9.1,2.1,Chapecoense,visitante,5.5,3.8
1647,Douglas Costa,62020,Grêmio,ATA,-0.05714285714285715,2.25,Flamengo,visitante,5.333333333333333,3.7916666666666665
1648,André Luís,92146,Atlético-GO,ATA,1.7888888888888888,2.4799999999999995,São Paulo,visitante,5.0625,3.7712499999999998
1649,Willian Maranhão,87262,Atlético-GO,MEI,1.5599999999999998,2.466666666666667,São Paulo,visitante,5.0625,3.7645833333333334
1650,Éder ,91203,Atlético-GO,ZAG,0.7500000000000001,2.4499999999999997,São Paulo,visitante,5.0625,3.7562499999999996
1651,Marlon Freitas,93790,Atlético-GO,MEI,0.2571428571428571,2.4166666666666665,São Paulo,visitante,5.0625,3.739583333333333
1652,Ruan,100842,Grêmio,ZAG,4.76,2.04,Flamengo,visitante,5.333333333333333,3.6866666666666665
1653,Chrigor,101398,América-MG,ATA,1.3499999999999999,3.875,Corinthians,visitante,3.4444444444444446,3.6597222222222223
1654,Ricardinho,111813,Grêmio,ATA,0.8166666666666668,1.9833333333333336,Flamengo,visitante,5.333333333333333,3.658333333333333
1655,Ronald,110916,Atlético-GO,ATA,1.366666666666667,2.2,São Paulo,visitante,5.0625,3.63125
1656,Lucca,61149,Fluminense,ATA,2.2399999999999998,4.750000000000001,Cuiabá,visitante,2.5,3.6250000000000004
