,clube,ranking_clube,fase
0,Bragantino,2,73.33
1,Palmeiras,1,66.67
2,América-MG,15,60.0
3,Ceará,9,60.0
4,Santos,7,53.33
5,Juventude,12,53.33
6,Flamengo,11,46.67
7,Athlético-PR,3,46.67
8,Atlético-GO,8,46.67
9,Atlético-MG,4,46.67
10,Bahia,6,46.67
11,Corinthians,13,46.67
12,Internacional,14,40.0
13,Fortaleza,5,33.33
14,Fluminense,10,33.33
15,São Paulo,16,26.67
16,Cuiabá,18,20.0
17,Grêmio,20,20.0
18,Sport,17,20.0
19,Chapecoense,19,13.33
