,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,84.36166666666666,1,82.39833333333333,1,65.455,1
1,Atlético-MG,65.96333333333332,2,65.03833333333334,4,49.52666666666667,2
2,Santos,57.19833333333333,3,59.56166666666666,7,43.01833333333334,4
3,Bahia,52.56333333333333,4,59.27166666666667,8,42.945,5
4,Fluminense,49.74666666666666,5,60.98333333333333,5,37.291666666666664,10
5,Corinthians,49.18333333333334,6,65.98333333333333,2,25.366666666666664,18
6,Ceará,48.61666666666667,7,50.74333333333332,12,41.90833333333334,7
7,América-MG,47.10833333333333,8,54.945,10,39.86333333333334,8
8,Palmeiras,46.61833333333333,9,60.434999999999995,6,42.41833333333333,6
9,Sport,46.41833333333333,10,65.76333333333334,3,29.965,14
10,Juventude,44.85833333333333,11,50.56666666666666,13,33.33,13
11,Cuiabá,43.29,12,48.745,14,37.45333333333333,9
12,Atlético-GO,42.745000000000005,13,48.23500000000001,15,36.291666666666664,12
13,Bragantino,38.43666666666667,14,47.89166666666666,16,36.455000000000005,11
14,Grêmio,38.309999999999995,15,55.61833333333333,9,20.436666666666667,20
15,São Paulo,36.818333333333335,16,41.85166666666667,18,29.473333333333333,15
16,Internacional,34.03666666666667,17,51.92666666666667,11,24.60166666666667,19
17,Athlético-PR,34.03666666666667,17,34.10833333333334,19,45.473333333333336,3
18,Fortaleza,22.566666666666666,19,47.00333333333333,17,28.11,17
19,Chapecoense,20.801666666666666,20,27.638333333333335,20,29.146666666666665,16
