,clube,ranking_clube,fase
0,Atlético-MG,1,73.33
1,Internacional,7,66.67
2,Sport,18,60.0
3,América-MG,10,60.0
4,Athlético-PR,8,60.0
5,Flamengo,2,53.33
6,Fluminense,9,53.33
7,Corinthians,6,53.33
8,Santos,16,40.0
9,Bragantino,5,40.0
10,Fortaleza,4,40.0
11,Bahia,17,33.33
12,Juventude,15,33.33
13,São Paulo,14,33.33
14,Ceará,13,33.33
15,Atlético-GO,11,33.33
16,Palmeiras,3,26.67
17,Cuiabá,12,26.67
18,Grêmio,19,26.67
19,Chapecoense,20,13.33
