,clube,ranking_clube,fase
0,São Paulo,15,73.33
1,Corinthians,6,73.33
2,Atlético-MG,1,73.33
3,Flamengo,5,66.67
4,Cuiabá,11,66.67
5,Internacional,12,60.0
6,Grêmio,19,60.0
7,Fluminense,7,53.33
8,América-MG,17,53.33
9,Bragantino,4,53.33
10,Juventude,13,46.67
11,Atlético-GO,8,46.67
12,Fortaleza,3,40.0
13,Ceará,10,33.33
14,Bahia,16,26.67
15,Palmeiras,2,26.67
16,Sport,18,20.0
17,Chapecoense,20,20.0
18,Santos,14,20.0
19,Athlético-PR,9,6.67
