,clube,ranking_clube,fase
0,Flamengo,2,73.33
1,Atlético-MG,1,73.33
2,Corinthians,6,66.67
3,Internacional,7,66.67
4,Sport,18,60.0
5,Fortaleza,3,60.0
6,América-MG,12,53.33
7,Bragantino,4,53.33
8,Athlético-PR,8,46.67
9,Ceará,14,40.0
10,Cuiabá,9,40.0
11,Atlético-GO,11,33.33
12,São Paulo,13,33.33
13,Bahia,17,33.33
14,Fluminense,10,33.33
15,Juventude,15,33.33
16,Santos,16,33.33
17,Chapecoense,20,20.0
18,Palmeiras,5,13.33
19,Grêmio,19,6.67
