,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,68.05666666666667,1,52.51333333333333,5,65.58333333333333,1
1,Internacional,64.32666666666667,2,45.13166666666667,11,53.09166666666666,3
2,Atlético-MG,55.690000000000005,3,64.68833333333333,1,47.001666666666665,8
3,Ceará,50.199999999999996,4,51.199999999999996,7,41.165,11
4,Corinthians,49.01666666666667,5,46.4,10,46.30666666666667,9
5,Bragantino,46.58166666666667,6,47.526666666666664,8,60.78000000000001,2
6,Cuiabá,44.599999999999994,7,25.436666666666667,19,51.745000000000005,4
7,Grêmio,43.620000000000005,8,54.89833333333333,4,25.40166666666667,19
8,Fortaleza,41.38166666666667,9,58.583333333333336,2,42.87166666666667,10
9,Palmeiras,39.055,10,52.328333333333326,6,50.20000000000001,5
10,Santos,38.02,11,55.47333333333333,3,32.836666666666666,15
11,Sport,36.85999999999999,12,31.823333333333334,17,37.925,12
12,Atlético-GO,36.19833333333333,13,22.853333333333335,20,49.67166666666666,6
13,América-MG,35.99999999999999,14,38.92833333333333,13,37.33833333333333,13
14,São Paulo,35.18166666666667,15,40.18333333333334,12,47.6,7
15,Juventude,32.544999999999995,16,46.41833333333333,9,21.888333333333335,20
16,Chapecoense,28.145,17,29.365000000000006,18,28.508333333333336,18
17,Fluminense,27.110000000000003,18,37.58166666666666,15,30.128333333333334,17
18,Bahia,24.150000000000002,19,34.32666666666666,16,33.949999999999996,14
19,Athlético-PR,16.581666666666667,20,37.60166666666666,14,30.961666666666662,16
