,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1575,Gabriel,83257,Flamengo,ATA,-0.4333333333333333,15.25,América-MG,visitante,6.0,10.625
1576,Rafael Luiz,107543,Bragantino,LAT,1.0666666666666667,10.2,Fluminense,visitante,3.2777777777777777,6.738888888888889
1577,Renato Gaúcho,41929,Flamengo,TEC,4.1,6.632,América-MG,visitante,6.0,6.316
1578,Rodrigo Caio,73800,Flamengo,ZAG,4.128571428571429,6.3,América-MG,visitante,6.0,6.15
1579,Vitinho,78435,Flamengo,ATA,2.488888888888889,6.242857142857142,América-MG,visitante,6.0,6.121428571428571
1580,Filipe Luís,38750,Flamengo,LAT,3.6666666666666665,6.1000000000000005,América-MG,visitante,6.0,6.050000000000001
1581,Carlinhos,63194,Fortaleza,LAT,4.8,6.1,Sport,visitante,6.0,6.05
1582,Kenedy,84791,Flamengo,ATA,-0.8,0.0,América-MG,visitante,6.0,6.0
1583,Lázaro,110193,Flamengo,ATA,-0.1,0.0,América-MG,visitante,6.0,6.0
1584,Gerson,89256,Flamengo,MEI,4.800000000000001,0.0,América-MG,visitante,6.0,6.0
1585,Ryan Luka,113667,Flamengo,ATA,0.0,0.0,América-MG,visitante,6.0,6.0
1586,Piris da Motta,95802,Flamengo,MEI,1.0,0.0,América-MG,visitante,6.0,6.0
1587,Rodrigues,91251,Grêmio,ZAG,3.65,8.9,Athlético-PR,visitante,2.85,5.875
1588,Arrascaeta,87863,Flamengo,MEI,6.74,5.699999999999998,América-MG,visitante,6.0,5.85
1589,Hulk,39148,Atlético-MG,ATA,8.2875,6.554545454545454,São Paulo,visitante,4.944444444444445,5.749494949494949
1590,Andreas Pereira,89274,Flamengo,MEI,-0.5,5.449999999999999,América-MG,visitante,6.0,5.725
1591,Everton Ribeiro,51772,Flamengo,MEI,3.1166666666666667,5.4,América-MG,visitante,6.0,5.7
1592,Éderson,103099,Fortaleza,MEI,7.133333333333332,5.3,Sport,visitante,6.0,5.65
