,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,62.67247474747475,1,59.91272727272727,2,65.43222222222224,1
1,0,58.1495,2,64.089,1,52.21,3
2,12,50.370999999999995,3,43.23,13,57.512,2
3,5,49.28241666666666,4,46.85583333333333,6,51.70899999999999,4
4,2,47.775946969696975,5,52.64272727272728,3,42.909166666666664,9
5,6,47.25958333333333,6,46.410000000000004,7,48.10916666666666,6
6,3,43.539500000000004,7,49.31000000000001,4,37.769,11
7,16,43.205818181818174,8,35.54363636363636,17,50.867999999999995,5
8,14,43.18018939393939,9,41.524545454545446,15,44.83583333333334,7
9,7,42.793000000000006,10,46.26500000000001,8,39.321,10
10,11,40.367045454545455,11,44.575,12,36.15909090909091,12
11,4,39.46686363636364,12,49.211,5,29.722727272727276,19
12,8,39.333333333333336,13,46.120000000000005,9,32.54666666666667,16
13,10,39.1634090909091,14,45.38181818181818,11,32.94500000000001,15
14,9,38.16558333333334,15,45.66700000000001,10,30.66416666666667,18
15,19,36.31518181818182,16,29.014,20,43.61636363636364,8
16,15,36.124545454545455,17,38.73636363636364,16,33.51272727272727,13
17,13,33.43416666666666,18,41.52833333333333,14,25.34,20
18,17,31.918,19,30.500999999999998,18,33.335,14
19,18,30.454431818181817,20,29.236363636363638,19,31.6725,17
