,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,62.015,1,59.91272727272727,2,64.11727272727273,1
1,0,56.90136363636363,2,63.08272727272727,1,50.71999999999999,4
2,12,50.94015151515151,3,42.43666666666667,13,59.44363636363635,2
3,2,49.43587412587412,4,49.90636363636363,3,48.965384615384615,6
4,6,48.54853146853146,5,46.82615384615384,7,50.27090909090908,5
5,4,47.37285256410256,6,49.67416666666666,5,45.07153846153846,7
6,5,42.886212121212125,7,49.47333333333333,6,36.299090909090914,13
7,17,42.458446969696965,8,33.75416666666667,18,51.16272727272727,3
8,8,42.450244755244746,9,45.75230769230768,9,39.14818181818181,11
9,13,42.30765734265735,10,41.524545454545446,14,43.09076923076925,9
10,9,41.630037878787874,11,43.80916666666667,10,39.450909090909086,10
11,10,39.82996212121212,12,43.50083333333333,11,36.15909090909091,14
12,3,39.4801893939394,13,49.81454545454546,4,29.14583333333334,18
13,15,38.27359848484849,14,38.73636363636364,16,37.810833333333335,12
14,7,37.544333333333334,15,46.27666666666667,8,28.812,19
15,11,36.71481060606061,16,42.76545454545455,12,30.66416666666667,17
16,19,36.18866666666666,17,29.014000000000003,20,43.36333333333332,8
17,16,34.99,18,36.645,17,33.335,15
18,14,32.93814685314685,19,40.93538461538461,15,24.940909090909088,20
19,18,31.538493589743588,20,30.290833333333335,19,32.786153846153844,16
