,clube,ranking_clube,fase
0,Atlético-MG,1,86.67
1,Flamengo,2,86.67
2,Ceará,9,66.67
3,Juventude,14,66.67
4,Corinthians,4,60.0
5,Fluminense,7,60.0
6,São Paulo,12,53.33
7,Santos,11,53.33
8,América-MG,8,53.33
9,Atlético-GO,13,46.67
10,Grêmio,18,46.67
11,Bragantino,5,26.67
12,Cuiabá,15,26.67
13,Internacional,10,26.67
14,Palmeiras,3,26.67
15,Athlético-PR,16,26.67
16,Bahia,17,26.67
17,Fortaleza,6,26.67
18,Sport,19,20.0
19,Chapecoense,20,6.67
