,atleta_id,apelido,ranking
0,94509,Raphael Veiga,1
1,89898,Róger Guedes,2
2,104250,João Victor,3
3,83257,Gabriel,4
4,63289,Edenílson,5
5,42500,Fagner,6
6,87999,Gustavo Scarpa,7
7,99392,Michael,8
8,106047,Sylvinho,9
9,95799,Artur,10
10,38398,Renato Augusto,11
11,71162,Vina,12
12,101314,Ademir,13
13,89274,Andreas Pereira,14
14,42234,Cássio,15
15,69141,Ricardo Bueno,16
16,79113,Víctor Cuesta,17
17,63013,Marcos Rocha,18
18,90285,Bruno Henrique,19
19,83433,Patrick,20
