,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,3.0025000000000004,3.8800000000000003
1,Abel Hernández,74159,Fluminense,ATA,-0.1,0.16666666666666666
2,Abner Vinícius,104513,Athlético-PR,LAT,1.6,-0.09999999999999998
3,Ademir,101314,América-MG,ATA,6.2,1.45
4,Aderlan,88423,Bragantino,LAT,5.3999999999999995,6.3999999999999995
5,Adson,111682,Corinthians,MEI,10.4,7.033333333333332
6,Airton,106107,Ceará,ATA,0.0,0.2
7,Alan Ruschel,63110,América-MG,LAT,2.4,-0.5333333333333333
8,Alan Santos,70132,Chapecoense,MEI,4.0,-0.5000000000000001
9,Alerrandro,101715,Bragantino,ATA,2.0,-0.25
10,Alisson,81845,Grêmio,MEI,6.050000000000001,1.6333333333333335
11,Allan,96652,Atlético-MG,MEI,0.95,1.3666666666666665
12,Alyson,102330,Juventude,LAT,-0.7,0.0
13,Alê,86388,América-MG,MEI,-0.1,5.1499999999999995
14,Anderson Conceição,71618,Cuiabá,ZAG,-5.2,3.45
15,Anderson Jesus,90700,América-MG,ZAG,7.7,0.0
16,Anderson Leite,87691,Chapecoense,MEI,5.033333333333333,3.0666666666666664
17,André,68690,Sport,ATA,0.85,-0.2
18,André,107498,Fluminense,MEI,2.45,6.8
19,André Luís,92146,Atlético-GO,ATA,2.45,1.5
20,Anselmo Ramon,69214,Chapecoense,ATA,2.8000000000000003,5.366666666666666
21,António Oliveira,111578,Athlético-PR,TEC,2.26,1.0125
22,Araos,102352,Corinthians,MEI,-0.1,0.0
23,Arboleda,91573,São Paulo,ZAG,3.6,8.2
24,Arias,99815,Fluminense,MEI,0.1,0.0
25,Arnaldo,78497,Atlético-GO,LAT,2.8,8.033333333333333
26,Arrascaeta,87863,Flamengo,MEI,7.266666666666667,6.666666666666667
27,Arthur Gomes,96966,Atlético-GO,ATA,2.2,0.5
28,Arthur Henrique,86629,Atlético-GO,LAT,2.15,0.5
29,Artur,95799,Bragantino,ATA,3.3333333333333335,4.0
30,Auremir,77570,Cuiabá,MEI,2.45,2.7
31,Baralhas,99440,Atlético-GO,MEI,4.833333333333333,0.9333333333333332
32,Bento,105208,Athlético-PR,GOL,-0.5,1.0
33,Benítez,93550,São Paulo,MEI,0.7,0.7999999999999999
34,Berrío ,85300,América-MG,ATA,0.4,0.0
35,Bissoli,100762,Athlético-PR,ATA,-0.1,9.3
36,Bobadilla,84342,Fluminense,ATA,4.0,-0.1
37,Borja,86120,Grêmio,ATA,6.8999999999999995,-0.5
38,Borrero,106843,Atlético-MG,MEI,0.6,3.85
39,Boschilia,86841,Internacional,MEI,0.8,2.3
40,Breno Lopes,93988,Palmeiras,ATA,-0.9,5.5
41,Bruninho,101716,Juventude,MEI,0.6,0.0
42,Bruninho,113558,Bragantino,ATA,-0.2,0.0
43,Bruno Alves,73620,São Paulo,ZAG,-0.25,1.2333333333333332
44,Bruno Cortez,72079,Grêmio,LAT,3.45,1.4666666666666668
45,Bruno Henrique,90285,Flamengo,ATA,12.999999999999998,12.9
46,Bruno Marques,105111,Santos,ATA,-1.2,-1.1
47,Bruno Melo,84339,Fortaleza,LAT,5.0,-2.8
48,Bruno Méndez,103700,Internacional,ZAG,4.233333333333333,5.475
49,Bruno Pacheco,90061,Ceará,LAT,2.9250000000000003,2.566666666666667
50,Bruno Silva,101422,Chapecoense,ATA,5.3,1.5
51,Bruno Viana,92291,Flamengo,ZAG,6.9,1.9666666666666668
52,Buiú,88544,Ceará,LAT,2.766666666666667,4.4
53,Busanello,97537,Chapecoense,LAT,2.466666666666667,5.025
54,Caio Vidal,107745,Internacional,ATA,-0.25,2.3666666666666667
55,Calebe,109461,Atlético-MG,MEI,0.44999999999999996,1.2
56,Calegari,104276,Fluminense,LAT,1.2,0.0
57,Camacho,68770,Santos,MEI,0.6000000000000001,2.6
58,Camilo,104519,Cuiabá,MEI,0.7333333333333334,2.3000000000000003
59,Campaz,105102,Grêmio,MEI,-0.7,0.0
60,Cantillo,85315,Corinthians,MEI,5.7,-0.4
61,Capixaba,94894,Juventude,ATA,1.3,0.5
62,Carlos Alberto,106704,América-MG,ATA,1.0,-0.5
63,Carlos Eduardo,90917,Athlético-PR,ATA,0.15000000000000002,1.525
64,Carlos Sánchez,81677,Santos,MEI,-1.25,5.666666666666667
65,Cazares,81682,Fluminense,MEI,0.85,-0.95
66,Chico,82407,Juventude,MEI,1.95,0.30000000000000004
67,Chico,99253,Sport,ZAG,5.35,3.5
68,Chrigor,101398,América-MG,ATA,2.3,2.8333333333333335
69,Christian,104502,Athlético-PR,MEI,2.9,-1.5
70,Clayson,83817,Cuiabá,ATA,5.15,2.4250000000000003
71,Cleberson,80281,Juventude,ZAG,2.45,0.0
72,Cleiton,93882,Bragantino,GOL,4.5,5.5
73,Cléber,104125,Ceará,ATA,4.199999999999999,1.7333333333333334
74,Conti,100943,Bahia,ZAG,0.6666666666666666,0.7999999999999999
75,Cristiano,102145,Ceará,ATA,-2.5,0.0
76,Cristiano,111361,Sport,ATA,0.15000000000000002,0.0
77,Cuca,42411,Atlético-MG,TEC,6.203333333333333,2.9450000000000003
78,Cuello,98909,Bragantino,ATA,4.866666666666666,3.2
79,Cássio,42234,Corinthians,GOL,3.0,6.875
80,Dado Cavalcanti,73975,Bahia,TEC,2.1166666666666667,1.9249999999999998
81,Daniel,93791,Bahia,MEI,1.5499999999999998,0.46666666666666673
82,Daniel,96468,Internacional,GOL,6.333333333333333,4.625
83,Danilo,107231,Palmeiras,MEI,2.033333333333333,0.7000000000000001
84,Danilo Barcelos,84382,Fluminense,LAT,4.7,0.0
85,Danilo Fernandes,69051,Bahia,GOL,1.0,0.0
86,Danilo Gomes,106826,Cuiabá,ATA,1.2333333333333334,2.9
87,Darlan,104593,Grêmio,MEI,2.1,-0.75
88,David,90309,Fortaleza,ATA,-1.25,1.133333333333333
89,Dawhan,97780,Juventude,MEI,0.55,1.7
90,Denner,102038,Chapecoense,MEI,-0.2,-1.7333333333333334
91,Derlan,98945,Chapecoense,ZAG,2.55,-2.2
92,Deyverson,92708,Palmeiras,ATA,1.275,4.45
93,Didi,78237,Juventude,ZAG,2.1999999999999997,0.0
94,Diego,38909,Flamengo,MEI,-0.15000000000000002,-0.32499999999999984
95,Diego,101728,São Paulo,ZAG,3.4,8.5
96,Diego Aguirre,73766,Internacional,TEC,5.223333333333333,5.0425
97,Diego Alves,38509,Flamengo,GOL,3.0,4.625
98,Diego Ferreira,91783,América-MG,LAT,0.3,2.0
99,Diego Souza,68911,Grêmio,ATA,2.4,-1.2
100,Diogo Barbosa,70916,Grêmio,LAT,0.8999999999999999,0.0
101,Dodô,68727,Atlético-MG,LAT,5.8,-0.8999999999999999
102,Douglas Costa,62020,Grêmio,ATA,0.9333333333333335,0.0
103,Dudu,68920,Palmeiras,ATA,2.4499999999999997,0.2
104,Dudu,97133,Atlético-GO,LAT,-0.4666666666666666,3.1666666666666665
105,Edenílson,63289,Internacional,MEI,7.0,6.8999999999999995
106,Edimar,62024,Bragantino,LAT,2.966666666666667,1.8
107,Edinho,80193,Fortaleza,ATA,-0.1,0.0
108,Edson,105901,Bahia,MEI,0.5,1.6
109,Eduardo,50645,América-MG,LAT,1.1,0.0
110,Eduardo Barroca,77774,Atlético-GO,TEC,2.2125000000000004,4.783333333333333
111,Eduardo Bauermann,86970,América-MG,ZAG,2.866666666666667,0.7333333333333334
112,Eduardo Sasha,70360,Atlético-MG,ATA,2.3333333333333335,4.75
113,Edwin Mosquera,108355,Juventude,MEI,0.0,0.0
114,Egídio,42145,Fluminense,LAT,1.25,0.43333333333333335
115,Elton,38588,Cuiabá,ATA,1.7666666666666666,8.5
116,Eric Ramires,103295,Bragantino,MEI,1.1,0.04999999999999999
117,Erick,97810,Ceará,ATA,0.0,0.8
118,Erick,98022,Athlético-PR,LAT,3.6666666666666665,0.1666666666666667
119,Everaldo ,91151,Sport,ATA,2.9,2.65
