,clube,P
0,Bragantino,59.095090445464805
1,Palmeiras,59.000741175998954
2,Athlético-PR,58.87699514545371
3,Flamengo,58.48313292008324
4,Atlético-MG,56.68088214069196
5,Santos,56.05156822913377
6,Corinthians,54.98594189062578
7,Fluminense,53.902779577141445
8,Fortaleza,52.06874151855344
9,Internacional,51.97308800842333
10,São Paulo,50.78699348487495
11,Bahia,48.814334186024624
12,Grêmio,46.40664952345165
13,Ceará,45.72347701244442
14,Atlético-GO,42.65347336907608
15,Sport,41.511936422397326
16,Juventude,40.36016201435567
17,Chapecoense,38.35965047207092
18,Cuiabá,35.240706283674655
19,América-MG,29.6834093461073
