,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1480,Renato Augusto,38398,Corinthians,MEI,13.1,1.65,Juventude,mandante,4.928571428571429,9.014285714285714
1481,Savarino,98672,Atlético-MG,ATA,8.34,2.1399999999999997,Grêmio,mandante,5.357142857142857,6.848571428571429
1482,Mateus Claus,90590,Bahia,GOL,9.0,0.0,Fortaleza,mandante,4.444444444444445,6.722222222222222
1483,Hulk,39148,Atlético-MG,ATA,8.085714285714285,7.05,Grêmio,mandante,5.357142857142857,6.7214285714285715
1484,Bruno Henrique,90285,Flamengo,ATA,10.8125,4.425,Atlético-GO,mandante,1.5,6.15625
1485,Adson,111682,Corinthians,MEI,7.066666666666666,3.6999999999999997,Juventude,mandante,4.928571428571429,5.997619047619048
1486,Terans,102878,Athlético-PR,MEI,7.85,3.8125,Sport,mandante,4.055555555555555,5.9527777777777775
1487,Dodô,68727,Atlético-MG,LAT,5.8,2.5,Grêmio,mandante,5.357142857142857,5.578571428571428
1488,Guilherme Arana,87228,Atlético-MG,LAT,5.8,2.8166666666666664,Grêmio,mandante,5.357142857142857,5.578571428571428
1489,Rigoni,96684,São Paulo,ATA,5.3,1.788888888888889,América-MG,mandante,5.5625,5.43125
1490,Ignácio,103523,Chapecoense,ZAG,5.75,3.133333333333333,Fluminense,mandante,5.055555555555555,5.402777777777778
1491,Felipe Felício,107898,Atlético-MG,ATA,0.0,0.9,Grêmio,mandante,5.357142857142857,5.357142857142857
1492,Tiepo,98412,Chapecoense,GOL,5.5,-1.5,Fluminense,mandante,5.055555555555555,5.277777777777778
1493,Giuliano,51548,Corinthians,MEI,5.6,2.2333333333333334,Juventude,mandante,4.928571428571429,5.264285714285714
1494,Cuca,42411,Atlético-MG,TEC,5.041250000000001,4.109999999999999,Grêmio,mandante,5.357142857142857,5.199196428571429
1495,Reinaldo,78850,São Paulo,LAT,4.628571428571429,0.9428571428571428,América-MG,mandante,5.5625,5.095535714285715
1496,Igor Vinícius,95466,São Paulo,LAT,4.62,1.6166666666666665,América-MG,mandante,5.5625,5.0912500000000005
1497,Benítez,93550,São Paulo,MEI,4.55,0.1333333333333333,América-MG,mandante,5.5625,5.05625
1498,Joílson,80779,Chapecoense,ZAG,0.0,1.6,Fluminense,mandante,5.055555555555555,5.055555555555555
1499,Zaracho,100079,Atlético-MG,MEI,4.683333333333334,3.5375000000000005,Grêmio,mandante,5.357142857142857,5.020238095238096
1500,Tiago Volpi,72018,São Paulo,GOL,4.4375,2.5,América-MG,mandante,5.5625,5.0
1501,Mariano,38877,Atlético-MG,LAT,4.628571428571429,3.5199999999999996,Grêmio,mandante,5.357142857142857,4.992857142857143
1502,Cléber,104125,Ceará,ATA,5.64,-0.38571428571428584,Palmeiras,mandante,4.25,4.945
1503,Léo Natel,98952,Corinthians,ATA,0.0,0.5499999999999999,Juventude,mandante,4.928571428571429,4.928571428571429
1504,Felipe Augusto,111408,Corinthians,ATA,0.0,-0.25,Juventude,mandante,4.928571428571429,4.928571428571429
