,atleta_id,apelido,ranking
0,87863,Arrascaeta,1
1,83257,Gabriel,2
2,103099,Éderson,3
3,39148,Hulk,4
4,87228,Guilherme Arana,5
5,84817,Robson,6
6,68920,Dudu,7
7,90285,Bruno Henrique,8
8,37788,Marcelo Boeck,9
9,94509,Raphael Veiga,10
10,80196,Yago Pikachu,11
11,78248,Gustavo Henrique,12
12,70323,Jorginho,13
13,71684,Gustavo Gómez,14
14,91708,Nino,15
15,104754,Juan Vojvoda,16
16,51772,Everton Ribeiro,17
17,96684,Rigoni,18
18,82628,Tinga,19
19,95638,Marcelo Benevenuto,20
