,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Fluminense,Athlético-PR,34.12235687738996,34.175066533835924,31.702576217071147,43.91635891596534,42.06055633953583
1,Fortaleza,Chapecoense,71.86105100984963,18.887967977404784,9.25005369187671,56.8240554331644,13.211584698058795
2,Internacional,Palmeiras,18.392637197259056,18.51063513238017,63.09221827448823,8.962086142506223,28.716087679277262
3,Bahia,América-MG,72.19512074822342,21.66896462004897,6.13574888719997,73.85805932114533,18.5830419038515
4,Santos,Sport,51.24515633952951,30.77811534873977,17.976722015213497,55.83796457834155,30.079188109464845
5,Corinthians,São Paulo,67.36483451878654,26.157454409212267,6.477678573304252,77.38106708899537,24.167895920420605
6,Juventude,Grêmio,36.88461710027487,38.38149338035703,24.733889425637226,55.56992054286223,45.44195890546134
7,Bragantino,Ceará,91.2718535007121,3.881152660464466,2.39600416990297,29.14247332149045,0.41955621407352
8,Atlético-MG,Atlético-GO,12.673125051902828,46.89478800574305,40.43208692727738,51.48366558900981,77.29462848102823
9,Cuiabá,Flamengo,13.41185696985187,36.13192346136912,50.456218708647725,37.354383247115386,69.52495606827993
