,clube,ranking_clube,fase
0,Palmeiras,1,86.67
1,Atlético-MG,4,66.67
2,Bragantino,2,60.0
3,Ceará,9,60.0
4,Corinthians,10,60.0
5,América-MG,15,53.33
6,Athlético-PR,3,53.33
7,Santos,7,53.33
8,Juventude,13,46.67
9,Fortaleza,5,46.67
10,Bahia,6,46.67
11,Atlético-GO,8,46.67
12,Flamengo,12,40.0
13,São Paulo,16,40.0
14,Fluminense,11,40.0
15,Sport,17,26.67
16,Cuiabá,18,20.0
17,Internacional,14,20.0
18,Grêmio,20,13.33
19,Chapecoense,19,6.67
