,clube,ranking_clube,fase
0,Palmeiras,2,100.0
1,Atlético-MG,1,80.0
2,Flamengo,3,73.33
3,América-MG,10,66.67
4,Santos,13,60.0
5,Ceará,12,53.33
6,Bahia,16,53.33
7,São Paulo,14,46.67
8,Corinthians,6,46.67
9,Athlético-PR,9,46.67
10,Fortaleza,4,46.67
11,Fluminense,8,40.0
12,Bragantino,5,40.0
13,Atlético-GO,15,40.0
14,Cuiabá,11,33.33
15,Internacional,7,33.33
16,Juventude,17,33.33
17,Grêmio,19,20.0
18,Sport,18,20.0
19,Chapecoense,20,13.33
