,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,65.67714285714285,1,61.40428571428571,2,69.95,1
1,5,58.26142857142857,2,53.76571428571429,6,62.75714285714285,2
2,3,57.32071428571429,3,58.24142857142858,4,56.4,3
3,2,56.68000000000001,4,58.611428571428576,3,54.74857142857143,4
4,0,55.365,5,67.26428571428572,1,43.465714285714284,6
5,7,43.872499999999995,6,45.89166666666666,8,41.85333333333333,9
6,6,42.998571428571424,7,46.582857142857144,7,39.41428571428571,10
7,4,42.60357142857143,8,57.0,5,28.20714285714286,18
8,17,40.21869047619048,9,32.16571428571429,18,48.271666666666675,5
9,14,38.92214285714285,10,35.87571428571428,15,41.96857142857142,8
10,11,38.3522619047619,11,40.89166666666667,12,35.81285714285714,13
11,13,37.80104166666667,12,37.40375,14,38.19833333333334,11
12,8,37.35714285714286,13,44.620000000000005,9,30.09428571428571,16
13,15,35.861428571428576,14,34.88142857142857,16,36.84142857142858,12
14,12,35.629999999999995,15,38.77571428571428,13,32.48428571428572,15
15,10,34.43166666666667,16,42.025,11,26.83833333333334,19
16,19,33.42285714285714,17,23.490000000000002,20,43.35571428571428,7
17,9,33.137976190476195,18,43.824285714285715,10,22.451666666666668,20
18,16,32.543125,19,32.47,17,32.61625,14
19,18,29.977142857142862,20,30.390000000000008,19,29.564285714285717,17
