,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1715,Lucas Ramos,106000,Internacional,MEI,8.3,0.8,Grêmio,mandante,6.416666666666667,7.358333333333334
1716,Rodallega,74034,Bahia,ATA,8.819999999999999,0.39999999999999997,São Paulo,mandante,4.653846153846154,6.736923076923077
1717,Edenílson,63289,Internacional,MEI,6.7,3.392857142857143,Grêmio,mandante,6.416666666666667,6.558333333333334
1718,Róger Guedes,89898,Corinthians,ATA,8.900000000000002,3.3800000000000003,Fortaleza,mandante,4.066666666666666,6.483333333333334
1719,Hulk,39148,Atlético-MG,ATA,9.018181818181818,5.306666666666667,América-MG,mandante,3.730769230769231,6.374475524475525
1720,Yuri Alberto,100652,Internacional,ATA,6.008333333333333,4.407142857142857,Grêmio,mandante,6.416666666666667,6.2125
1721,Douglas Borel,104634,Bahia,LAT,7.0,0.0,São Paulo,mandante,4.653846153846154,5.826923076923077
1722,Heitor,104649,Internacional,LAT,5.0375000000000005,3.4000000000000004,Grêmio,mandante,6.416666666666667,5.727083333333334
1723,Guilherme Arana,87228,Atlético-MG,LAT,7.4,4.24,América-MG,mandante,3.730769230769231,5.565384615384616
1724,Matheus Donelli,107179,Corinthians,GOL,7.0,0.0,Fortaleza,mandante,4.066666666666666,5.533333333333333
1725,Diego Aguirre,73766,Internacional,TEC,4.629,3.8861538461538463,Grêmio,mandante,6.416666666666667,5.522833333333333
1726,Gustavo Maia,108712,Internacional,ATA,4.366666666666667,0.55,Grêmio,mandante,6.416666666666667,5.3916666666666675
1727,Mateus Claus,90590,Bahia,GOL,6.0,3.3333333333333335,São Paulo,mandante,4.653846153846154,5.326923076923077
1728,Víctor Cuesta,79113,Internacional,ZAG,4.125,1.514285714285714,Grêmio,mandante,6.416666666666667,5.270833333333334
1729,Bruno Méndez,103700,Internacional,ZAG,4.071428571428571,4.844444444444445,Grêmio,mandante,6.416666666666667,5.244047619047619
1730,Rodrigo Dourado,78865,Internacional,MEI,3.84,3.1999999999999997,Grêmio,mandante,6.416666666666667,5.128333333333334
1731,Marinho,68952,Santos,ATA,6.375,4.7555555555555555,Palmeiras,mandante,3.8461538461538463,5.110576923076923
1732,Raí Nascimento,114648,Bahia,ATA,5.55,3.6,São Paulo,mandante,4.653846153846154,5.101923076923077
1733,Luiz Otávio,72359,Ceará,ZAG,6.116666666666666,2.4166666666666665,Cuiabá,mandante,4.035714285714286,5.076190476190476
1734,Marcos Felipe ,85004,Fluminense,GOL,5.875,2.45,Sport,mandante,4.25,5.0625
1735,Artur,95799,Bragantino,ATA,6.616666666666668,5.766666666666667,Athlético-PR,mandante,3.4615384615384617,5.039102564102565
1736,Savarino,98672,Atlético-MG,ATA,6.314285714285715,2.066666666666666,América-MG,mandante,3.730769230769231,5.022527472527473
1737,Patrick,83433,Internacional,MEI,3.616666666666667,4.8769230769230765,Grêmio,mandante,6.416666666666667,5.0166666666666675
