,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,67.22089285714286,1,61.40428571428572,2,73.0375,1
1,2,57.92071428571428,2,58.241428571428564,3,57.6,3
2,5,56.74190476190476,3,50.72666666666667,6,62.75714285714285,2
3,0,56.005476190476195,4,67.26428571428572,1,44.74666666666667,7
4,4,55.58261904761905,5,56.416666666666664,5,54.74857142857143,4
5,7,47.25083333333333,6,45.89166666666666,8,48.61,5
6,9,41.28047619047619,7,43.14666666666667,10,39.41428571428571,10
7,15,41.2175,8,34.163333333333334,16,48.27166666666667,6
8,14,39.83011904761905,9,37.69166666666667,15,41.96857142857142,9
9,3,38.72666666666667,10,57.0,4,20.453333333333333,20
10,12,38.704166666666666,11,39.21,13,38.19833333333333,11
11,11,38.3522619047619,12,40.891666666666666,12,35.81285714285714,13
12,6,38.21214285714286,13,46.330000000000005,7,30.094285714285714,14
13,10,35.740500000000004,14,42.025000000000006,11,29.456,16
14,18,34.29571428571428,15,31.749999999999996,19,36.84142857142857,12
15,19,33.80833333333334,16,23.490000000000002,20,44.126666666666665,8
16,13,33.66452380952381,17,38.77571428571429,14,28.55333333333333,18
17,8,33.137976190476195,18,43.824285714285715,9,22.451666666666668,19
18,17,30.982142857142858,19,32.4,18,29.564285714285717,15
19,16,30.525,20,32.47,17,28.580000000000002,17
