,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,0,82876,Sport,MEI,1.6,3.7
1,0,102299,Sport,ATA,0.0,0.8500000000000001
2,Abel Ferreira,110506,Palmeiras,TEC,5.796666666666667,4.945
3,Abel Hernández,74159,Fluminense,ATA,-2.5,-0.8999999999999999
4,Abner Vinícius,104513,Athlético-PR,LAT,0.20000000000000004,1.6
5,Ademir,101314,América-MG,ATA,3.3,-2.0
6,Aderlan,88423,Bragantino,LAT,2.8,8.866666666666667
7,Alan Ruschel,63110,América-MG,LAT,3.1333333333333333,1.0333333333333334
8,Alan Santos,70132,Chapecoense,MEI,1.75,0.0
9,Alerrandro,101715,Bragantino,ATA,-0.1,10.7
10,Alisson,81845,Grêmio,MEI,-1.2,-0.1
11,Allan,96652,Atlético-MG,MEI,1.3,2.25
12,Alyson,102330,Juventude,LAT,-0.2,0.0
13,Alê,86388,América-MG,MEI,3.0,0.16666666666666666
14,Anderson Conceição,71618,Cuiabá,ZAG,1.0,0.9
15,Anderson Jesus,90700,América-MG,ZAG,4.1,0.8666666666666666
16,Anderson Leite,87691,Chapecoense,MEI,4.6,2.55
17,André,68690,Sport,ATA,-0.30000000000000004,1.1102230246251565e-16
18,André,107498,Fluminense,MEI,0.6499999999999999,3.6999999999999997
19,André Luís,92146,Atlético-GO,ATA,1.375,2.6999999999999997
20,Anselmo Ramon,69214,Chapecoense,ATA,1.0666666666666667,1.6
21,António Oliveira,111578,Athlético-PR,TEC,3.84,3.785
22,Araos,102352,Corinthians,MEI,1.05,-0.65
23,Arthur Gomes,96966,Atlético-GO,ATA,4.475,2.0666666666666664
24,Artur,95799,Bragantino,ATA,4.233333333333333,6.324999999999999
25,Baralhas,99440,Atlético-GO,MEI,0.8333333333333334,5.766666666666666
26,Benítez,93550,São Paulo,MEI,8.05,-0.5333333333333333
27,Bobadilla,84342,Fluminense,ATA,0.1,0.0
28,Boschilia,86841,Internacional,MEI,-0.35,0.9
29,Brenno,100830,Grêmio,GOL,3.0,2.0
30,Breno Lopes,93988,Palmeiras,ATA,4.55,4.575
31,Bruninho,101716,Juventude,MEI,0.0,1.1666666666666667
32,Bruno Alves,73620,São Paulo,ZAG,4.933333333333333,4.1
33,Bruno Henrique,90285,Flamengo,ATA,9.266666666666667,1.5999999999999999
34,Bruno Melo,84339,Fortaleza,LAT,-0.1,0.0
35,Bruno Méndez,103700,Internacional,ZAG,5.2,0.0
36,Bruno Nazário,81776,América-MG,MEI,0.09999999999999998,0.3
37,Bruno Pacheco,90061,Ceará,LAT,-0.8666666666666666,2.1333333333333333
38,Bruno Rodrigues,92811,São Paulo,ATA,1.4,0.0
39,Bruno Silva,101422,Chapecoense,ATA,-3.3,-0.9
40,Buiú,88544,Ceará,LAT,1.9500000000000002,8.0
41,Caio Paulista,102318,Fluminense,ATA,0.7,4.0
42,Caio Vidal,107745,Internacional,ATA,1.175,3.5
