,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1410,Lucas Kal,95662,América-MG,ZAG,-0.1,0.0,Chapecoense,visitante,6.5,6.5
1411,Cauan de Almeida,107870,América-MG,TEC,4.75,0.0,Chapecoense,visitante,6.5,6.5
1412,Kawê,109246,América-MG,ATA,2.9,0.0,Chapecoense,visitante,6.5,6.5
1413,Fabrício,105171,América-MG,ATA,1.7666666666666666,6.0,Chapecoense,visitante,6.5,6.25
1414,Lima,96340,Ceará,MEI,5.128571428571427,7.333333333333335,Corinthians,visitante,4.571428571428571,5.9523809523809526
1415,Chrigor,101398,América-MG,ATA,1.3499999999999999,4.833333333333333,Chapecoense,visitante,6.5,5.666666666666666
1416,Felipe Azevedo,60825,América-MG,ATA,1.1125,4.5285714285714285,Chapecoense,visitante,6.5,5.514285714285714
1417,Maicon,38196,Grêmio,MEI,-1.0,0.0,São Paulo,visitante,5.5,5.5
1418,Borja,86120,Grêmio,ATA,12.4,0.0,São Paulo,visitante,5.5,5.5
1419,Rodrigues,91251,Grêmio,ZAG,-0.5,0.0,São Paulo,visitante,5.5,5.5
1420,Fernando Miguel,71571,Atlético-GO,GOL,4.0,6.0,Bahia,visitante,4.5625,5.28125
1421,Gabriel Dias,88368,Ceará,LAT,-1.2,5.9,Corinthians,visitante,4.571428571428571,5.235714285714286
1422,Nikão,69705,Athlético-PR,MEI,4.92,7.199999999999999,Cuiabá,visitante,3.1666666666666665,5.183333333333333
1423,Chico,99253,Sport,ZAG,11.2,5.1,Flamengo,visitante,5.25,5.175
1424,Juninho,82381,América-MG,MEI,1.742857142857143,3.8428571428571425,Chapecoense,visitante,6.5,5.171428571428571
1425,Juninho Valoura,71937,América-MG,MEI,5.833333333333333,3.6799999999999997,Chapecoense,visitante,6.5,5.09
1426,Vanderson,107750,Grêmio,LAT,2.46,4.62,São Paulo,visitante,5.5,5.0600000000000005
1427,Júnior Tavares,89343,Sport,LAT,1.725,4.866666666666666,Flamengo,visitante,5.25,5.058333333333334
1428,Ferreira,101290,Grêmio,ATA,3.9599999999999995,4.6000000000000005,São Paulo,visitante,5.5,5.050000000000001
1429,Vagner Mancini,39850,América-MG,TEC,3.4933333333333336,3.5325,Chapecoense,visitante,6.5,5.01625
1430,Ribamar,94068,América-MG,ATA,2.766666666666667,3.1333333333333333,Chapecoense,visitante,6.5,4.816666666666666
1431,Marlon ,86864,América-MG,LAT,3.8,3.1,Chapecoense,visitante,6.5,4.8
1432,Natanael,86264,Atlético-GO,LAT,6.150000000000001,4.983333333333333,Bahia,visitante,4.5625,4.772916666666667
1433,Gustavo Oliveira,110633,Sport,MEI,-1.2999999999999998,4.26,Flamengo,visitante,5.25,4.755
1434,Maílson,98034,Sport,GOL,4.6,4.125,Flamengo,visitante,5.25,4.6875
1435,Arnaldo,78497,Atlético-GO,LAT,-0.8,4.800000000000001,Bahia,visitante,4.5625,4.68125
1436,Igor Cariús,91639,Atlético-GO,LAT,4.34,4.76,Bahia,visitante,4.5625,4.66125
1437,Lucca,61149,Fluminense,ATA,-0.7333333333333334,6.233333333333334,Internacional,visitante,3.0,4.616666666666667
1438,Buiú,88544,Ceará,LAT,1.7166666666666668,4.625,Corinthians,visitante,4.571428571428571,4.598214285714286
1439,Hayner,91856,Sport,LAT,2.575,3.9124999999999996,Flamengo,visitante,5.25,4.58125
1440,Nathan Silva,95794,Atlético-GO,ZAG,3.957142857142857,4.6,Bahia,visitante,4.5625,4.58125
1441,Richard,78851,Ceará,GOL,5.6,4.583333333333333,Corinthians,visitante,4.571428571428571,4.5773809523809526
1442,João Victor,112060,Ceará,ATA,2.7,0.0,Corinthians,visitante,4.571428571428571,4.571428571428571
1443,Cristiano,102145,Ceará,ATA,-2.5,0.0,Corinthians,visitante,4.571428571428571,4.571428571428571
1444,João Ricardo,81881,Ceará,GOL,-0.5,0.0,Corinthians,visitante,4.571428571428571,4.571428571428571
1445,William Oliveira,94297,Ceará,MEI,3.05,0.0,Corinthians,visitante,4.571428571428571,4.571428571428571
1446,Hélio,101051,Ceará,ATA,-0.9,0.0,Corinthians,visitante,4.571428571428571,4.571428571428571
1447,Erick,97810,Ceará,ATA,0.0,0.0,Corinthians,visitante,4.571428571428571,4.571428571428571
1448,Luiz Otávio,72359,Ceará,ZAG,7.7,0.0,Corinthians,visitante,4.571428571428571,4.571428571428571
1449,Maurício Kozlinski,72595,Atlético-GO,GOL,3.0,0.0,Bahia,visitante,4.5625,4.5625
1450,Thiago Neves,38277,Sport,MEI,1.3333333333333333,3.8249999999999997,Flamengo,visitante,5.25,4.5375
1451,Ricardo Silva,79334,América-MG,ZAG,2.2,2.5666666666666664,Chapecoense,visitante,6.5,4.533333333333333
1452,Rodolfo José,90264,América-MG,ATA,2.0333333333333337,2.5000000000000004,Chapecoense,visitante,6.5,4.5
1453,Alê,86388,América-MG,MEI,2.5,2.4166666666666665,Chapecoense,visitante,6.5,4.458333333333333
1454,Klaus,90846,Ceará,ZAG,-0.3,4.3,Corinthians,visitante,4.571428571428571,4.435714285714285
1455,Gabriel Chapecó,112616,Grêmio,GOL,7.0,3.3333333333333335,São Paulo,visitante,5.5,4.416666666666667
1456,Eduardo Barroca,77774,Atlético-GO,TEC,2.6799999999999997,4.104285714285715,Bahia,visitante,4.5625,4.333392857142858
1457,Wanderson,86143,Atlético-GO,ZAG,1.5,4.050000000000001,Bahia,visitante,4.5625,4.30625
1458,Caio Paulista,102318,Fluminense,ATA,0.7999999999999999,5.58,Internacional,visitante,3.0,4.29
1459,Santos,69012,Athlético-PR,GOL,3.375,5.375,Cuiabá,visitante,3.1666666666666665,4.270833333333333
1460,Douglas Costa,62020,Grêmio,ATA,-0.13333333333333333,3.0,São Paulo,visitante,5.5,4.25
1461,Jori,97453,América-MG,GOL,4.5,2.0,Chapecoense,visitante,6.5,4.25
1462,Léo Chú,106820,Grêmio,ATA,0.65,2.85,São Paulo,visitante,5.5,4.175
1463,Danilo Barcelos,84382,Fluminense,LAT,-2.0,5.35,Internacional,visitante,3.0,4.175
1464,Luiz Felipe Scolari,43618,Grêmio,TEC,4.666666666666667,2.84,São Paulo,visitante,5.5,4.17
1465,Kelvyn,102464,Ceará,LAT,4.0,3.75,Corinthians,visitante,4.571428571428571,4.160714285714286
1466,Bruno Nazário,81776,América-MG,MEI,-0.54,1.7666666666666666,Chapecoense,visitante,6.5,4.133333333333333
1467,Marcinho,93797,Athlético-PR,LAT,1.616666666666667,5.059999999999999,Cuiabá,visitante,3.1666666666666665,4.113333333333332
1468,Geovane,105889,América-MG,MEI,-0.1,1.6999999999999997,Chapecoense,visitante,6.5,4.1
1469,Zé Ricardo,97317,América-MG,MEI,1.06,1.6666666666666667,Chapecoense,visitante,6.5,4.083333333333333
1470,Lisca,72588,América-MG,TEC,1.63,1.66,Chapecoense,visitante,6.5,4.08
1471,Zé Roberto,80076,Atlético-GO,ATA,-0.6714285714285714,3.5857142857142863,Bahia,visitante,4.5625,4.074107142857143
1472,Fernando Sobral,84428,Ceará,MEI,4.3,3.4999999999999996,Corinthians,visitante,4.571428571428571,4.035714285714286
1473,Nino,91708,Fluminense,ZAG,2.1666666666666665,5.0200000000000005,Internacional,visitante,3.0,4.01
1474,Dudu,97133,Atlético-GO,LAT,3.4,3.457142857142857,Bahia,visitante,4.5625,4.009821428571429
1475,Umberto Louzer,101077,Sport,TEC,2.332,2.71625,Flamengo,visitante,5.25,3.9831250000000002
1476,Pedro Geromel,80853,Grêmio,ZAG,3.483333333333334,2.3666666666666667,São Paulo,visitante,5.5,3.9333333333333336
1477,Guto Ferreira,37245,Ceará,TEC,3.93125,3.2857142857142856,Corinthians,visitante,4.571428571428571,3.9285714285714284
