,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1625,Gabriel,83257,Flamengo,ATA,1.7,14.319999999999999,São Paulo,visitante,4.321428571428571,9.320714285714285
1626,Sorriso,111333,Juventude,ATA,8.566666666666666,10.9,Chapecoense,visitante,4.133333333333334,7.5166666666666675
1627,Ricardo Bueno,69141,Juventude,ATA,5.857142857142857,8.625,Chapecoense,visitante,4.133333333333334,6.379166666666666
1628,Maicon,38196,Grêmio,MEI,-3.0,0.0,América-MG,visitante,5.466666666666667,5.466666666666667
1629,Elias,107795,Grêmio,ATA,0.6000000000000001,0.0,América-MG,visitante,5.466666666666667,5.466666666666667
1630,Michael,99392,Flamengo,ATA,4.2333333333333325,6.292307692307692,São Paulo,visitante,4.321428571428571,5.306868131868132
1631,Filipe Luís,38750,Flamengo,LAT,4.058333333333334,6.025,São Paulo,visitante,4.321428571428571,5.173214285714286
1632,Arrascaeta,87863,Flamengo,MEI,6.616666666666667,5.699999999999998,São Paulo,visitante,4.321428571428571,5.010714285714284
1633,Raphael Veiga,94509,Palmeiras,MEI,6.7333333333333325,6.5,Fluminense,visitante,3.4285714285714284,4.964285714285714
1634,Vanderson,107750,Grêmio,LAT,2.8000000000000003,4.427272727272727,América-MG,visitante,5.466666666666667,4.946969696969697
1635,Ferreira,101290,Grêmio,ATA,3.88,4.2250000000000005,América-MG,visitante,5.466666666666667,4.845833333333333
1636,Walter,51413,Cuiabá,GOL,3.3,6.678571428571429,Corinthians,visitante,2.9285714285714284,4.803571428571429
1637,Renato Gaúcho,41929,Flamengo,TEC,5.571111111111112,5.271999999999999,São Paulo,visitante,4.321428571428571,4.796714285714286
1638,Villasanti,97145,Grêmio,MEI,5.783333333333334,4.033333333333333,América-MG,visitante,5.466666666666667,4.75
1639,Matheus Peixoto,87098,Juventude,ATA,7.7142857142857135,5.319999999999999,Chapecoense,visitante,4.133333333333334,4.726666666666667
1640,Hulk,39148,Atlético-MG,ATA,8.723076923076924,5.306666666666667,Bahia,visitante,4.0,4.653333333333333
1641,Maílson,98034,Sport,GOL,4.571428571428571,4.9,Ceará,visitante,4.366666666666666,4.633333333333333
1642,Júnior Tavares,89343,Sport,LAT,1.725,4.866666666666666,Ceará,visitante,4.366666666666666,4.616666666666666
1643,Pedro,94583,Flamengo,ATA,4.62,4.781818181818182,São Paulo,visitante,4.321428571428571,4.551623376623377
1644,Renan,109963,Palmeiras,ZAG,1.925,5.579999999999999,Fluminense,visitante,3.4285714285714284,4.504285714285714
1645,Piquerez,102130,Palmeiras,LAT,3.233333333333333,5.525,Fluminense,visitante,3.4285714285714284,4.476785714285715
1646,Robson,111638,Santos,ZAG,3.0999999999999996,5.25,Atlético-GO,visitante,3.6785714285714284,4.464285714285714
1647,Gabriel,87393,Atlético-MG,ZAG,2.7,4.925,Bahia,visitante,4.0,4.4625
1648,Leandro Barcia,91242,Sport,ATA,0.26666666666666666,4.45,Ceará,visitante,4.366666666666666,4.408333333333333
1649,Vitinho,78435,Flamengo,ATA,2.5000000000000004,4.4833333333333325,São Paulo,visitante,4.321428571428571,4.402380952380952
1650,Gabriel Chapecó,112616,Grêmio,GOL,5.611111111111111,3.3333333333333335,América-MG,visitante,5.466666666666667,4.4
1651,Weverton,71631,Palmeiras,GOL,2.8333333333333335,5.3125,Fluminense,visitante,3.4285714285714284,4.370535714285714
1652,Marcelo,114132,Sport,ZAG,4.5,0.0,Ceará,visitante,4.366666666666666,4.366666666666666
1653,Pedro Victor,111534,Sport,ZAG,-0.5,0.0,Ceará,visitante,4.366666666666666,4.366666666666666
1654,Brenno,100830,Grêmio,GOL,0.2,3.25,América-MG,visitante,5.466666666666667,4.358333333333333
1655,Gerson,89256,Flamengo,MEI,4.800000000000001,0.0,São Paulo,visitante,4.321428571428571,4.321428571428571
1656,David Luiz,52827,Flamengo,ZAG,7.6,0.0,São Paulo,visitante,4.321428571428571,4.321428571428571
1657,Ryan Luka,113667,Flamengo,ATA,0.0,0.0,São Paulo,visitante,4.321428571428571,4.321428571428571
1658,Piris da Motta,95802,Flamengo,MEI,0.5,0.0,São Paulo,visitante,4.321428571428571,4.321428571428571
1659,Hugo Souza,101574,Flamengo,GOL,7.0,0.0,São Paulo,visitante,4.321428571428571,4.321428571428571
1660,Réver,52253,Atlético-MG,ZAG,3.309090909090909,4.557142857142857,Bahia,visitante,4.0,4.2785714285714285
1661,Marinho,68952,Santos,ATA,6.99,4.7555555555555555,Atlético-GO,visitante,3.6785714285714284,4.217063492063492
1662,Renê,78445,Flamengo,LAT,3.05,4.066666666666667,São Paulo,visitante,4.321428571428571,4.19404761904762
1663,Velázquez,90012,Santos,ZAG,4.333333333333333,4.68,Atlético-GO,visitante,3.6785714285714284,4.179285714285714
