,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1660,Gabriel,83257,Flamengo,ATA,1.7,13.457142857142856,Sport,visitante,5.09375,9.275446428571428
1661,Rafael Luiz,107543,Bragantino,LAT,1.0666666666666667,10.2,Juventude,visitante,3.323529411764706,6.761764705882353
1662,Hugo Souza,101574,Flamengo,GOL,7.0,8.0,Sport,visitante,5.09375,6.546875
1663,Michael,99392,Flamengo,ATA,4.043749999999999,7.06,Sport,visitante,5.09375,6.076874999999999
1664,Renato Gaúcho,41929,Flamengo,TEC,5.759,5.732499999999999,Sport,visitante,5.09375,5.413124999999999
1665,Filipe Luís,38750,Flamengo,LAT,4.376923076923077,5.722222222222222,Sport,visitante,5.09375,5.407986111111111
1666,Carlinhos,63194,Fortaleza,LAT,4.8,6.1,Santos,visitante,4.666666666666667,5.383333333333333
1667,Bruno Henrique,90285,Flamengo,ATA,8.430769230769231,5.5875,Sport,visitante,5.09375,5.340625
1668,Ryan Luka,113667,Flamengo,ATA,0.0,0.0,Sport,visitante,5.09375,5.09375
1669,Gerson,89256,Flamengo,MEI,4.800000000000001,0.0,Sport,visitante,5.09375,5.09375
1670,Raul,92496,Bragantino,MEI,2.8000000000000003,6.840000000000001,Juventude,visitante,3.323529411764706,5.081764705882353
1671,Arrascaeta,87863,Flamengo,MEI,6.616666666666667,4.899999999999999,Sport,visitante,5.09375,4.996874999999999
1672,Vitinho,78435,Flamengo,ATA,2.4230769230769234,4.8538461538461535,Sport,visitante,5.09375,4.973798076923076
1673,Pedro,94583,Flamengo,ATA,4.62,4.781818181818182,Sport,visitante,5.09375,4.937784090909091
1674,Arboleda,91573,São Paulo,ZAG,6.150000000000001,5.3,Grêmio,visitante,4.533333333333333,4.916666666666666
1675,Walter,51413,Cuiabá,GOL,3.8181818181818183,6.28125,Athlético-PR,visitante,3.40625,4.84375
1676,Aderlan,88423,Bragantino,LAT,3.983333333333333,6.29,Juventude,visitante,3.323529411764706,4.806764705882353
1677,Renê,78445,Flamengo,LAT,3.05,4.428571428571429,Sport,visitante,5.09375,4.761160714285714
1678,Everton Ribeiro,51772,Flamengo,MEI,3.388888888888889,4.344444444444445,Sport,visitante,5.09375,4.7190972222222225
1679,Felipe Alves,72372,Fortaleza,GOL,2.772727272727273,4.75,Santos,visitante,4.666666666666667,4.708333333333334
1680,Yago Pikachu,80196,Fortaleza,MEI,5.4125,4.642857142857143,Santos,visitante,4.666666666666667,4.654761904761905
1681,Diego,101728,São Paulo,ZAG,2.8000000000000003,4.7,Grêmio,visitante,4.533333333333333,4.616666666666667
1682,Willian Arão,78478,Flamengo,ZAG,3.7428571428571433,4.1,Sport,visitante,5.09375,4.596875
