,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,61.14833333333333,1,58.303333333333335,3,72.09333333333333,1
1,Atlético-MG,60.05500000000001,2,69.96166666666666,1,45.78333333333333,6
2,América-MG,59.10999999999999,3,52.27333333333333,5,44.836666666666666,8
3,Internacional,56.69166666666666,4,60.218333333333334,2,56.254999999999995,2
4,Grêmio,53.52833333333333,5,49.620000000000005,6,36.20166666666666,14
5,Fluminense,49.07333333333333,6,45.163333333333334,8,34.63833333333333,15
6,Corinthians,45.23666666666666,7,45.81833333333333,7,48.435,5
7,Ceará,44.475,8,57.51000000000001,4,41.38333333333333,11
8,Atlético-GO,44.43666666666667,9,32.4,17,49.21666666666666,4
9,Palmeiras,40.72666666666667,10,33.818333333333335,16,53.49166666666665,3
10,São Paulo,40.544999999999995,11,42.76499999999999,10,30.945000000000004,17
11,Athlético-PR,40.10833333333334,12,41.76333333333333,11,14.926666666666664,20
12,Fortaleza,37.03666666666666,13,41.45499999999999,12,41.071666666666665,12
13,Juventude,36.946666666666665,14,43.14666666666667,9,24.290000000000003,19
14,Bragantino,35.51,15,36.291666666666664,14,41.96333333333333,10
15,Sport,35.04833333333333,16,27.599999999999998,20,44.30833333333334,9
16,Chapecoense,33.21666666666667,17,28.708333333333332,19,32.653333333333336,16
17,Santos,33.12833333333334,18,38.51,13,37.45666666666667,13
18,Bahia,32.49666666666667,19,35.27166666666667,15,26.186666666666667,18
19,Cuiabá,32.03666666666667,20,31.273333333333337,18,45.36333333333334,7
