,clube,ranking_clube,fase
0,Palmeiras,3,86.67
1,Fortaleza,5,60.0
2,Atlético-MG,1,60.0
3,Flamengo,2,53.33
4,Cuiabá,10,53.33
5,Bragantino,4,53.33
6,São Paulo,12,53.33
7,América-MG,9,53.33
8,Atlético-GO,11,46.67
9,Corinthians,6,46.67
10,Bahia,16,46.67
11,Santos,14,46.67
12,Ceará,13,40.0
13,Fluminense,8,40.0
14,Internacional,7,33.33
15,Sport,17,26.67
16,Grêmio,19,20.0
17,Juventude,18,20.0
18,Athlético-PR,15,13.33
19,Chapecoense,20,6.67
