,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Ceará,Chapecoense,53.710980563765595,26.861338152533342,19.427642100213095,47.18220181118296,23.513536743451926
1,Corinthians,Palmeiras,34.117338982117765,30.12692772523886,35.75573028285852,34.79362211876828,35.917511593441006
2,São Paulo,Atlético-MG,12.36257341276447,26.115248268862594,61.52213066599075,22.823396348806636,60.745923683704106
3,América-MG,Flamengo,17.908213518868976,24.54968164743758,57.541979532001065,19.515559349977917,45.50065279822286
4,Fluminense,Bragantino,31.705154799438006,27.6647648465017,40.63006595458973,27.780595563327847,33.37718142619227
5,Internacional,Bahia,54.52832380169451,22.431211975830163,23.039977376147082,31.634650375063316,15.168961264416106
6,Juventude,Santos,36.96276715591633,33.26465019928937,29.772581961483503,44.33083246809824,38.910530555022774
7,Sport,Fortaleza,15.217167428898579,36.29749047210558,48.48534138503282,38.03214179345554,66.53512324745324
8,Athlético-PR,Grêmio,41.531321090595455,34.29368696605375,24.17499119809825,51.58628496069409,37.947789139094304
9,Atlético-GO,Cuiabá,32.50166972754577,37.22468832475476,30.27364186005348,48.92619871607455,47.11676553612598
