,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Fortaleza,Atlético-GO,46.09951683043674,31.886665448129136,22.013814752074236,51.178411964964056,32.845529607116326
1,Cuiabá,América-MG,41.316081842723854,33.004081347278095,25.67983560404962,48.14378568837302,36.247919631848866
2,Bahia,Ceará,33.430767661739424,27.58918817648856,38.980030335144356,28.409565287759264,31.85629321067087
3,Bragantino,Corinthians,42.445546973118596,28.790685247868954,28.763758804510026,38.18731474031091,29.07501475046093
4,Atlético-MG,Internacional,58.485695569071325,26.392743663981005,15.121514000950754,54.752664819597996,22.889312827391993
5,Flamengo,Athlético-PR,57.13848957546139,22.358418778251224,20.5026232762951,35.57383902096631,15.271294926973153
6,Chapecoense,São Paulo,26.63476045591404,31.16083047468973,42.20440619342717,33.099411404770784,44.38866809996549
7,Palmeiras,Juventude,47.02635693438059,27.498009477281,25.475610262756494,39.47107783621565,25.41971236990707
8,Santos,Fluminense,26.801580895125554,30.17402992168865,43.02438435393255,31.19908187725055,42.63591186491064
9,Grêmio,Sport,34.679215693112134,48.559521138378265,16.76126316484965,72.5643096337441,56.014385170069225
