,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Bragantino,61.725,1,51.556000000000004,6,76.362,1
1,Palmeiras,61.69166666666667,2,58.605999999999995,4,54.152,3
2,Fortaleza,55.09166666666667,3,66.06800000000001,1,43.834,9
3,Santos,51.053333333333335,4,64.92999999999999,2,22.825000000000003,19
4,Athlético-PR,50.96333333333333,5,49.4725,8,59.9725,2
5,Flamengo,49.93833333333333,6,61.84400000000001,3,52.11000000000001,6
6,Bahia,48.416666666666664,7,44.28999999999999,10,47.7525,7
7,Corinthians,48.23666666666667,8,36.372,15,47.15,8
8,Atlético-MG,46.145,9,52.14399999999999,5,53.498000000000005,4
9,São Paulo,43.12833333333333,10,50.02,7,30.383333333333336,14
10,Ceará,42.346666666666664,11,39.470000000000006,13,38.314,11
11,América-MG,39.06666666666667,12,42.482000000000006,12,28.046,16
12,Juventude,37.30833333333333,13,43.767999999999994,11,23.190000000000005,18
13,Atlético-GO,36.56333333333334,14,39.315999999999995,14,53.345000000000006,5
14,Fluminense,36.199999999999996,15,45.99399999999999,9,37.984,12
15,Cuiabá,35.126666666666665,16,22.38333333333334,20,41.52,10
16,Internacional,34.605,17,25.881999999999998,19,36.89399999999999,13
17,Grêmio,32.535000000000004,18,32.1375,17,23.237500000000004,17
18,Chapecoense,28.201666666666668,19,29.870000000000005,18,29.194,15
19,Sport,25.706666666666667,20,34.8525,16,22.361666666666668,20
