,clube,P
0,Palmeiras,66.31044154442047
1,Atlético-MG,64.0338579364955
2,Bragantino,59.50030588237721
3,Flamengo,59.47588492543667
4,Athlético-PR,58.258234080356004
5,Fortaleza,56.84913287272683
6,Fluminense,53.505215714217805
7,Santos,53.42798374605532
8,Corinthians,51.71135537391164
9,Internacional,50.24534170213459
10,São Paulo,49.55071153419381
11,Ceará,49.491142742708654
12,Bahia,48.421003747389015
13,Grêmio,43.338013629710744
14,Atlético-GO,42.69086142128598
15,Sport,40.77987769583067
16,Juventude,39.09039037224576
17,Cuiabá,35.26450773413313
18,Chapecoense,33.27649556569998
19,América-MG,31.078938220529466
