,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1510,Gabriel,83257,Flamengo,ATA,-1.65,15.25,Palmeiras,visitante,2.1,8.675
1511,Bissoli,100762,Athlético-PR,ATA,0.09999999999999999,9.3,América-MG,visitante,6.35,7.825
1512,Lucas Ramon ,82775,Cuiabá,LAT,0.15000000000000002,11.0,Juventude,visitante,2.55,6.775
1513,Vinicius Mingotti,105909,Athlético-PR,ATA,-0.1,0.0,América-MG,visitante,6.35,6.35
1514,Jader,114335,Athlético-PR,ATA,2.1500000000000004,0.0,América-MG,visitante,6.35,6.35
1515,Nikão,69705,Athlético-PR,MEI,3.8714285714285714,5.819999999999999,América-MG,visitante,6.35,6.084999999999999
1516,Lima,96340,Ceará,MEI,5.024999999999999,6.5375000000000005,Grêmio,visitante,5.444444444444445,5.990972222222222
1517,Daniel,96468,Internacional,GOL,3.0,5.833333333333333,Sport,visitante,5.75,5.791666666666666
1518,Peglow,106821,Internacional,ATA,-0.7,0.0,Sport,visitante,5.75,5.75
1519,Marcelo Lomba,68872,Internacional,GOL,1.0,0.0,Sport,visitante,5.75,5.75
1520,Arboleda,91573,São Paulo,ZAG,3.9000000000000004,7.6,Fluminense,visitante,3.5625,5.58125
1521,Edenílson,63289,Internacional,MEI,7.6000000000000005,5.33,Sport,visitante,5.75,5.54
1522,Saravia,96725,Internacional,LAT,3.3200000000000003,5.18,Sport,visitante,5.75,5.465
1523,Cristiano,102145,Ceará,ATA,-2.5,0.0,Grêmio,visitante,5.444444444444445,5.444444444444445
1524,João Victor,112060,Ceará,ATA,2.7,0.0,Grêmio,visitante,5.444444444444445,5.444444444444445
1525,Hélio,101051,Ceará,ATA,-0.9,0.0,Grêmio,visitante,5.444444444444445,5.444444444444445
1526,João Ricardo,81881,Ceará,GOL,-0.5,0.0,Grêmio,visitante,5.444444444444445,5.444444444444445
1527,Yuri Alberto,100652,Internacional,ATA,2.3428571428571425,5.0,Sport,visitante,5.75,5.375
1528,Patrick,83433,Internacional,MEI,2.085714285714286,5.000000000000001,Sport,visitante,5.75,5.375
1529,Bruno Méndez,103700,Internacional,ZAG,4.475,4.92,Sport,visitante,5.75,5.335
1530,Paulo Victor ,112141,Internacional,LAT,2.966666666666667,4.539999999999999,Sport,visitante,5.75,5.145
1531,Zé Ivaldo,91866,Athlético-PR,ZAG,0.5428571428571428,3.914285714285714,América-MG,visitante,6.35,5.132142857142857
1532,Osmar Loss,77552,Internacional,TEC,1.9,4.48,Sport,visitante,5.75,5.115
1533,Jadson,38315,Athlético-PR,MEI,-0.040000000000000015,3.8750000000000004,América-MG,visitante,6.35,5.1125
1534,Terans,102878,Athlético-PR,MEI,7.85,3.8125,América-MG,visitante,6.35,5.08125
1535,Diego Aguirre,73766,Internacional,TEC,4.037999999999999,4.398750000000001,Sport,visitante,5.75,5.074375
1536,Gabriel Dias,88368,Ceará,LAT,-1.2,4.666666666666667,Grêmio,visitante,5.444444444444445,5.055555555555555
1537,Santos,69012,Athlético-PR,GOL,2.9,3.75,América-MG,visitante,6.35,5.05
1538,Buiú,88544,Ceará,LAT,1.7166666666666668,4.58,Grêmio,visitante,5.444444444444445,5.012222222222222
1539,Hulk,39148,Atlético-MG,ATA,8.085714285714285,7.05,Fortaleza,visitante,2.8333333333333335,4.941666666666666
1540,Klaus,90846,Ceará,ZAG,-0.3,4.3,Grêmio,visitante,5.444444444444445,4.872222222222222
1541,Heitor,104649,Internacional,LAT,4.680000000000001,3.857142857142857,Sport,visitante,5.75,4.803571428571429
1542,Marcinho,93797,Athlético-PR,LAT,2.0571428571428574,3.199999999999999,América-MG,visitante,6.35,4.7749999999999995
1543,Matheus Babi,94444,Athlético-PR,ATA,3.3000000000000003,3.075,América-MG,visitante,6.35,4.7125
1544,Gilberto,61188,Bahia,ATA,4.2444444444444445,5.088888888888888,Santos,visitante,4.333333333333333,4.71111111111111
1545,Richard,78851,Ceará,GOL,5.333333333333333,3.9375,Grêmio,visitante,5.444444444444445,4.690972222222222
1546,António Oliveira,111578,Athlético-PR,TEC,3.6399999999999997,3.005,América-MG,visitante,6.35,4.6775
1547,Arrascaeta,87863,Flamengo,MEI,6.74,7.149999999999999,Palmeiras,visitante,2.1,4.624999999999999
1548,Rodrigo Dourado,78865,Internacional,MEI,3.18,3.4875,Sport,visitante,5.75,4.61875
1549,Léo Cittadini,70986,Athlético-PR,MEI,1.2,2.837500000000001,América-MG,visitante,6.35,4.59375
1550,Renato Gaúcho,41929,Flamengo,TEC,4.756666666666667,7.0775,Palmeiras,visitante,2.1,4.58875
1551,Fernando Sobral,84428,Ceará,MEI,4.7,3.711111111111111,Grêmio,visitante,5.444444444444445,4.5777777777777775
1552,Cássio,42234,Corinthians,GOL,2.888888888888889,6.15,Atlético-GO,visitante,3.0,4.575
1553,Walter,51413,Cuiabá,GOL,2.0,6.5,Juventude,visitante,2.55,4.525
1554,Nicolas,95127,Athlético-PR,LAT,-0.6000000000000001,2.625,América-MG,visitante,6.35,4.4875
1555,Rodriguinho,61033,Bahia,MEI,1.29,4.5375,Santos,visitante,4.333333333333333,4.435416666666667
1556,Rick,104459,Ceará,ATA,4.95,3.357142857142857,Grêmio,visitante,5.444444444444445,4.400793650793651
1557,Matheus Bahia,97899,Bahia,LAT,4.025,4.442857142857143,Santos,visitante,4.333333333333333,4.388095238095238
1558,Moisés,90444,Internacional,LAT,1.86,2.9799999999999995,Sport,visitante,5.75,4.365
1559,Guto Ferreira,37245,Ceará,TEC,3.9066666666666663,3.27625,Grêmio,visitante,5.444444444444445,4.360347222222222
1560,Ronaldo César,111136,Bahia,ATA,0.5,0.0,Santos,visitante,4.333333333333333,4.333333333333333
1561,Luizão,114357,Bahia,MEI,-0.6,0.0,Santos,visitante,4.333333333333333,4.333333333333333
1562,Lucas Fonseca,80189,Bahia,ZAG,-0.3,0.0,Santos,visitante,4.333333333333333,4.333333333333333
1563,Mateus Claus,90590,Bahia,GOL,9.0,0.0,Santos,visitante,4.333333333333333,4.333333333333333
1564,Fagner,42500,Corinthians,LAT,3.177777777777778,5.6,Atlético-GO,visitante,3.0,4.3
1565,Thiago Heleno,38394,Athlético-PR,ZAG,2.888888888888889,2.2199999999999998,América-MG,visitante,6.35,4.285
1566,Kelvyn,102464,Ceará,LAT,4.0,3.1,Grêmio,visitante,5.444444444444445,4.272222222222222
1567,Maurício,105647,Internacional,MEI,0.9333333333333332,2.733333333333333,Sport,visitante,5.75,4.241666666666666
1568,Richard,86711,Athlético-PR,MEI,2.3333333333333335,2.0666666666666664,América-MG,visitante,6.35,4.208333333333333
1569,Rodrigo Caio,73800,Flamengo,ZAG,4.6833333333333345,6.3,Palmeiras,visitante,2.1,4.2
1570,Vitinho,101960,Athlético-PR,ATA,4.766666666666667,2.0200000000000005,América-MG,visitante,6.35,4.1850000000000005
1571,Fábio Santos,38229,Corinthians,LAT,1.1875,5.277777777777778,Atlético-GO,visitante,3.0,4.138888888888889
1572,Diego,101728,São Paulo,ZAG,3.0749999999999997,4.7,Fluminense,visitante,3.5625,4.13125
1573,Abner Vinícius,104513,Athlético-PR,LAT,2.2833333333333337,1.9,América-MG,visitante,6.35,4.125
1574,Filipe Luís,38750,Flamengo,LAT,3.6666666666666665,6.1000000000000005,Palmeiras,visitante,2.1,4.1000000000000005
1575,João Lucas,104257,Cuiabá,LAT,2.3000000000000003,5.5874999999999995,Juventude,visitante,2.55,4.06875
1576,Taison,62114,Internacional,ATA,2.9000000000000004,2.38,Sport,visitante,5.75,4.0649999999999995
1577,Víctor Cuesta,79113,Internacional,ZAG,2.814285714285714,2.2299999999999995,Sport,visitante,5.75,3.9899999999999998
1578,Boschilia,86841,Internacional,MEI,0.22500000000000003,2.2199999999999998,Sport,visitante,5.75,3.985
1579,Bruno Pacheco,90061,Ceará,LAT,1.3000000000000003,2.522222222222222,Grêmio,visitante,5.444444444444445,3.9833333333333334
1580,João Victor,104250,Corinthians,ZAG,2.4375,4.9,Atlético-GO,visitante,3.0,3.95
1581,Pablo,69138,São Paulo,ATA,0.2833333333333334,4.3,Fluminense,visitante,3.5625,3.93125
1582,Juninho,92182,Bahia,ZAG,4.983333333333333,3.5,Santos,visitante,4.333333333333333,3.9166666666666665
1583,Lucas Mugni,81121,Bahia,MEI,2.6,3.5,Santos,visitante,4.333333333333333,3.9166666666666665
1584,Mendoza,90031,Ceará,ATA,1.7857142857142854,2.3600000000000003,Grêmio,visitante,5.444444444444445,3.9022222222222225
1585,Gabriel,87393,Atlético-MG,ZAG,2.7,4.925,Fortaleza,visitante,2.8333333333333335,3.8791666666666664
1586,Márcio Azevedo,42491,Athlético-PR,LAT,0.5,1.3,América-MG,visitante,6.35,3.8249999999999997
1587,Gabriel Lacerda,108176,Ceará,ZAG,5.016666666666667,2.1999999999999997,Grêmio,visitante,5.444444444444445,3.822222222222222
1588,Vitinho,78435,Flamengo,ATA,2.3875,5.533333333333332,Palmeiras,visitante,2.1,3.8166666666666664
1589,Nacho Fernández,94916,Atlético-MG,MEI,4.483333333333333,4.78,Fortaleza,visitante,2.8333333333333335,3.8066666666666666
1590,Pedro Henrique,87225,Athlético-PR,ZAG,2.475,1.25,América-MG,visitante,6.35,3.8
1591,Willian Arão,78478,Flamengo,ZAG,2.9444444444444446,5.5,Palmeiras,visitante,2.1,3.8
1592,Daniel Alves,38939,São Paulo,LAT,-0.75,3.9749999999999996,Fluminense,visitante,3.5625,3.76875
1593,Léo Borges,105839,Internacional,LAT,-2.6,1.75,Sport,visitante,5.75,3.75
1594,Lucas Piton,105584,Corinthians,LAT,3.5,4.45,Atlético-GO,visitante,3.0,3.725
1595,Everton Ribeiro,51772,Flamengo,MEI,3.08,5.325000000000001,Palmeiras,visitante,2.1,3.7125000000000004
1596,Dado Cavalcanti,73975,Bahia,TEC,3.1655555555555552,3.067142857142857,Santos,visitante,4.333333333333333,3.7002380952380953
1597,Jô,38138,Corinthians,ATA,3.9875000000000003,4.4,Atlético-GO,visitante,3.0,3.7
1598,Caio Vidal,107745,Internacional,ATA,1.0285714285714287,1.6285714285714286,Sport,visitante,5.75,3.689285714285714
1599,Bento,105208,Athlético-PR,GOL,1.875,1.0,América-MG,visitante,6.35,3.675
1600,Guga,101319,Atlético-MG,LAT,2.933333333333333,4.4714285714285715,Fortaleza,visitante,2.8333333333333335,3.6523809523809527
1601,Jorginho,77544,Ceará,MEI,3.8624999999999994,1.7285714285714284,Grêmio,visitante,5.444444444444445,3.5865079365079366
1602,Nino Paraíba,68808,Bahia,LAT,2.342857142857143,2.828571428571429,Santos,visitante,4.333333333333333,3.580952380952381
1603,Bruno Rodrigues,92811,São Paulo,ATA,1.4,0.0,Fluminense,visitante,3.5625,3.5625
1604,Carlos Eduardo,90917,Athlético-PR,ATA,1.1,0.7374999999999999,América-MG,visitante,6.35,3.5437499999999997
1605,Khellven ,105175,Athlético-PR,LAT,4.76,0.7333333333333333,América-MG,visitante,6.35,3.5416666666666665
1606,Rodrigo Lindoso,72362,Internacional,MEI,1.2166666666666666,1.3,Sport,visitante,5.75,3.525
1607,Messias,87402,Ceará,ZAG,2.4222222222222225,1.6,Grêmio,visitante,5.444444444444445,3.522222222222222
1608,Jael,60859,Ceará,ATA,-0.5333333333333333,1.5750000000000002,Grêmio,visitante,5.444444444444445,3.5097222222222224
1609,Réver,52253,Atlético-MG,ZAG,3.65,4.18,Fortaleza,visitante,2.8333333333333335,3.506666666666667
1610,Luiz Otávio ,86863,Bahia,ZAG,1.5,2.6374999999999997,Santos,visitante,4.333333333333333,3.4854166666666666
