,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Internacional,71.38166666666667,1,45.13166666666666,7,62.455000000000005,2
1,Flamengo,60.56666666666666,2,52.51333333333334,4,75.83833333333332,1
2,Atlético-MG,56.654999999999994,3,64.68833333333332,1,51.675000000000004,4
3,América-MG,55.81833333333335,4,49.910000000000004,6,37.33833333333333,14
4,Corinthians,48.61833333333334,5,43.92666666666667,8,42.016666666666666,10
5,Ceará,44.12833333333333,6,51.199999999999996,5,41.38333333333334,12
6,Cuiabá,43.19833333333333,7,30.273333333333337,17,43.145,8
7,Fluminense,42.473333333333336,8,42.01833333333334,9,38.60166666666667,13
8,Grêmio,42.43833333333334,9,57.16500000000001,3,25.40166666666667,17
9,Atlético-GO,40.089999999999996,10,25.126666666666665,20,49.67166666666666,6
10,Bragantino,39.98166666666667,11,36.67333333333334,15,60.779999999999994,3
11,Fortaleza,38.471666666666664,12,58.255,2,42.92666666666667,9
12,Sport,37.87333333333333,13,26.87333333333333,19,43.70666666666667,7
13,Chapecoense,37.56166666666666,14,28.87333333333333,18,35.943333333333335,15
14,Santos,37.291666666666664,15,38.51,13,32.31,16
15,Bahia,33.44166666666667,16,37.50833333333333,14,24.241666666666664,18
16,São Paulo,32.326666666666675,17,40.18333333333334,10,41.544999999999995,11
17,Palmeiras,31.036666666666672,18,39.34666666666667,12,50.20000000000001,5
18,Athlético-PR,28.873333333333335,19,39.56499999999999,11,22.07166666666667,19
19,Juventude,28.03666666666666,20,32.52833333333333,16,21.94333333333333,20
