,nome,slug,apelido,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,clube,posicao,status_pre,FF,FS,G,A,SG,DE,DS,DP,FC,GC,GS,FD,CA,FT,I,PP,CV,PC,PI,PS,preco_open,ano,home_dummy,opponent,team_goals,opp_goals,match_id,adversario_nome,pontos_ofensivos_decisivos,pontos_ofensivos_finalização,pontos_ofensivos_totais,ieo_gm,ieo_gm_mean,finalizacoes_num,iao_gm,iao_gm_mean,desarmes_perc,ied_gm,ied_gm_mean,ieg_gm,ieg_gm_mean,GS_por_finalizacao,DE_por_finalizacao,ippc_gm,ippc_gm_mean,iro_gm,irp_gm
0,Ramiro Moschen Benetti,ramiro-juventuders,Ramiro,78715,1,264,4,7,-1.1,3.41,-2.59,-1.1,1,Corinthians,MEI,Provável,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,6.0,2021,1,373,0.0,1.0,270152,Atlético-GO,0.0,1.2,1.2,0.0,0.0,1.0,0.0,0.0,50.0,27.500000000000004,27.500000000000004,25.71428571428571,25.71428571428571,0.0,0.0,-0.18333333333333335,-0.18333333333333335,7.241666666666667,0.21965229042425832
1,Ramiro Moschen Benetti,ramiro-juventuders,Ramiro,78715,2,264,4,2,0.7,2.42,-0.99,-0.2,2,Corinthians,MEI,Dúvida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,2021,0,327,1.0,0.0,270162,América-MG,0.0,1.2,1.2,0.0,0.0,1.0,0.0,0.0,0.0,27.586206896551722,27.543103448275865,22.727272727272727,24.22077922077922,0.0,0.0,0.20527859237536655,0.010972629521016602,7.241666666666667,0.21965229042425832
2,Ramiro Moschen Benetti,ramiro-juventuders,Ramiro,78715,3,264,4,6,1.9,2.73,0.31,0.5,3,Corinthians,MEI,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.42,2021,0,275,1.0,1.0,270172,Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,48.484848484848484,34.523685127133405,0.0,16.147186147186147,0.0,0.0,0.7851239669421487,0.26902307532806063,7.241666666666667,0.21965229042425832
3,Ramiro Moschen Benetti,ramiro-juventuders,Ramiro,78715,4,264,4,6,0.1,2.36,-0.37,0.4,4,Corinthians,MEI,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.73,2021,1,280,1.0,2.0,270183,Bragantino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,19.148936170212767,30.679997887903244,5.714285714285714,13.53896103896104,0.0,0.0,0.03663003663003663,0.21092481565355461,7.241666666666667,0.21965229042425832
4,Ramiro Moschen Benetti,ramiro-juventuders,Ramiro,78715,5,264,4,7,-1.8,1.76,-0.6,-0.04,5,Corinthians,MEI,Provável,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.36,2021,0,265,0.0,0.0,270197,Bahia,0.0,1.2,1.2,0.0,0.0,1.0,0.0,0.0,25.0,18.75,28.293998310322593,18.51851851851852,14.534872534872534,0.0,0.0,-0.7627118644067797,0.016197479641487746,7.241666666666667,0.21965229042425832
5,Ramiro Moschen Benetti,ramiro-juventuders,Ramiro,78715,6,264,4,6,0.7,2.08,0.32,0.08,6,Corinthians,MEI,Nulo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.76,2021,1,292,2.0,1.0,270202,Sport,0.0,0.8,0.8,0.0,0.0,1.0,0.0,0.0,0.0,24.242424242424242,27.61873596567287,5.555555555555555,13.038319704986371,0.0,0.0,0.3977272727272727,0.07978577848911857,7.241666666666667,0.21965229042425832
6,0,0,0,78715,7,264,4,6,0.0,2.08,0.0,0.08,6,Corinthians,MEI,Nulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,2021,0,266,1.0,1.0,270231,Fluminense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.684210526315788,27.05666090290757,0.0,11.175702604274033,0.0,0.0,0.0,0.06838781013353021,7.241666666666667,0.21965229042425832
7,Mateus da Silva Vital Assumpção,mateus-vital,Mateus Vital,93108,1,264,4,7,0.8,6.13,-1.87,0.8,1,Corinthians,MEI,Provável,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,8.0,2021,1,373,0.0,1.0,270152,Atlético-GO,0.0,1.2,1.2,0.0,0.0,1.0,0.0,0.0,80.0,50.0,50.0,25.71428571428571,25.71428571428571,0.0,0.0,0.1,0.1,11.965714285714284,3.991395905995095
8,Mateus da Silva Vital Assumpção,mateus-vital,Mateus Vital,93108,2,264,4,7,0.0,6.13,0.0,0.8,1,Corinthians,MEI,Provável,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,2021,0,327,1.0,0.0,270162,América-MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275862068966,42.241379310344826,22.727272727272727,24.22077922077922,0.0,0.0,0.0,0.05,11.965714285714284,3.991395905995095
9,Mateus da Silva Vital Assumpção,mateus-vital,Mateus Vital,93108,3,264,4,7,2.6,5.59,-0.54,1.7,2,Corinthians,MEI,Provável,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.13,2021,0,275,1.0,1.0,270172,Palmeiras,0.0,1.2,1.2,0.0,0.0,1.0,0.0,0.0,100.0,39.39393939393939,41.29223267154301,0.0,16.147186147186147,0.0,0.0,0.4241435562805873,0.17471451876019575,11.965714285714284,3.991395905995095
10,Mateus da Silva Vital Assumpção,mateus-vital,Mateus Vital,93108,4,264,4,7,-1.4,4.48,-1.11,0.67,3,Corinthians,MEI,Provável,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.5900000000000025,2021,1,280,1.0,2.0,270183,Bragantino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76595744680851,34.16066386535939,5.714285714285714,13.53896103896104,0.0,0.0,-0.2504472271914132,0.06842408227229352,11.965714285714284,3.991395905995095
11,Mateus da Silva Vital Assumpção,mateus-vital,Mateus Vital,93108,5,264,4,7,3.6,5.42,0.94,1.4,4,Corinthians,MEI,Provável,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.48,2021,0,265,0.0,0.0,270197,Bahia,0.0,1.6,1.6,0.0,0.0,2.0,0.0,0.0,100.0,50.0,37.32853109228751,18.51851851851852,14.534872534872534,0.0,0.0,0.8035714285714285,0.21545355153212054,11.965714285714284,3.991395905995095
12,Mateus da Silva Vital Assumpção,mateus-vital,Mateus Vital,93108,6,264,4,7,4.4,5.89,0.47,2.0,5,Corinthians,MEI,Provável,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.42,2021,1,292,2.0,1.0,270202,Sport,0.0,2.4,2.4,0.0,0.0,2.0,0.0,0.0,50.0,30.303030303030305,36.15761429407798,5.555555555555555,13.038319704986371,0.0,0.0,0.8118081180811809,0.3148459792902973,11.965714285714284,3.991395905995095
13,0,0,0,93108,7,264,4,7,-0.2,5.06,-0.83,1.63,6,Corinthians,MEI,Provável,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,2021,0,266,1.0,1.0,270231,Fluminense,0.0,0.8,0.8,0.0,0.0,1.0,0.0,0.0,0.0,13.157894736842104,32.87194007161571,0.0,11.175702604274033,0.0,0.0,-0.03395585738539898,0.2650171454794835,11.965714285714284,3.991395905995095
14,Mateus da Silva Vital Assumpção,mateus-vital,Mateus Vital,93108,8,264,4,7,0.6,4.99,-0.07,1.48,7,Corinthians,MEI,Provável,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0600000000000005,2021,1,276,0.0,0.0,270253,São Paulo,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,27.027027027027028,32.141325941042126,25.806451612903224,13.00454623035268,0.0,0.0,0.11857707509881421,0.24671213668189984,11.965714285714284,3.991395905995095
15,Luan Guilherme de Jesus Vieira,luan0393,Luan,86759,1,264,4,7,-0.4,3.9,-2.1,-0.4,1,Corinthians,MEI,Provável,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,2021,1,373,0.0,1.0,270152,Atlético-GO,0.0,3.2,3.2,0.0,0.0,3.0,0.0,0.0,0.0,15.0,15.0,25.71428571428571,25.71428571428571,0.0,0.0,-0.06666666666666667,-0.06666666666666667,9.778749999999999,-0.3953741227636651
16,Luan Guilherme de Jesus Vieira,luan0393,Luan,86759,2,264,4,7,-0.7,2.37,-1.53,-0.55,2,Corinthians,MEI,Provável,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.9,2021,0,327,1.0,0.0,270162,América-MG,0.0,0.8,0.8,0.0,0.0,1.0,0.0,0.0,0.0,13.793103448275861,14.39655172413793,22.727272727272727,24.22077922077922,0.0,0.0,-0.17948717948717946,-0.12307692307692306,9.778749999999999,-0.3953741227636651
