,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,6,60.51383333333333,1,51.556,7,69.47166666666666,1
1,3,57.022666666666666,2,59.893333333333324,4,54.152,4
2,2,56.065,3,60.02,3,52.10999999999999,5
3,0,55.608666666666664,4,67.38333333333333,1,43.833999999999996,7
4,5,55.39033333333333,5,52.14399999999999,6,58.63666666666668,3
5,7,54.84825000000001,6,49.724,8,59.97250000000001,2
6,9,43.297,7,44.29,10,42.30399999999999,8
7,14,43.221,8,39.316,15,47.12599999999999,6
8,8,43.15116666666667,9,45.994,9,40.30833333333334,11
9,1,42.68599999999999,10,64.92999999999999,2,20.442,20
10,4,41.494666666666674,11,52.60600000000001,5,30.383333333333336,15
11,13,39.545,12,39.46999999999999,14,39.620000000000005,13
12,15,38.80433333333333,13,36.372,16,41.23666666666666,10
13,11,34.151333333333326,14,40.25666666666666,12,28.046,16
14,19,33.572500000000005,15,25.625,20,41.52,9
15,18,32.922666666666665,16,25.881999999999994,19,39.96333333333333,12
16,10,32.57875,17,41.92,11,23.2375,17
17,12,31.550000000000004,18,39.910000000000004,13,23.19,18
18,17,30.28083333333334,19,29.870000000000005,18,30.691666666666674,14
19,16,27.346833333333336,20,32.332,17,22.361666666666668,19
