,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,2,66.52874999999999,1,60.01999999999999,3,73.0375,1
1,5,60.09916666666666,2,50.72666666666667,6,69.47166666666665,2
2,3,58.74666666666667,3,59.89333333333334,4,57.6,3
3,0,56.065,4,67.38333333333334,1,44.74666666666666,7
4,4,53.44628571428571,5,52.14399999999999,5,54.74857142857143,4
5,6,49.166999999999994,6,49.724,7,48.60999999999999,5
6,1,42.69166666666667,7,64.93,2,20.453333333333333,20
7,8,41.38333333333334,8,43.146666666666675,9,39.62,13
8,12,40.757000000000005,9,39.21,13,42.304,9
9,15,40.644666666666666,10,34.163333333333334,16,47.126000000000005,6
10,10,40.599999999999994,11,40.891666666666666,11,40.30833333333333,11
11,14,39.46416666666666,12,37.69166666666666,15,41.23666666666666,10
12,7,38.35666666666667,13,46.330000000000005,8,30.383333333333336,15
13,18,35.85666666666666,14,31.749999999999996,19,39.96333333333333,12
14,9,35.688,15,41.919999999999995,10,29.456000000000007,16
15,19,34.87583333333333,16,25.625000000000007,20,44.126666666666665,8
16,13,33.41085714285715,17,38.77571428571429,14,28.046000000000003,18
17,16,31.545833333333334,18,32.400000000000006,17,30.691666666666666,14
18,11,31.180833333333332,19,39.91,12,22.451666666666668,19
19,17,30.456000000000003,20,32.332,18,28.580000000000002,17
