,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,69.24833333333333,1,52.51333333333334,5,69.95,1
1,Internacional,64.56333333333333,2,45.13166666666666,11,54.03666666666667,3
2,Atlético-MG,63.145,3,64.68833333333333,1,44.60166666666667,8
3,Ceará,50.473333333333336,4,51.655,6,41.165,10
4,Fortaleza,49.6,5,58.58333333333334,2,46.10833333333333,7
5,Palmeiras,45.201666666666675,6,56.693333333333335,4,50.20000000000001,4
6,Grêmio,42.928333333333335,7,50.06166666666667,7,25.40166666666667,19
7,Corinthians,40.81666666666666,8,46.4,10,42.65333333333334,9
8,América-MG,40.181666666666665,9,41.91,12,37.33833333333333,12
9,Sport,40.07,10,32.47,17,37.925000000000004,11
10,Bragantino,39.255,11,47.52666666666667,8,55.74333333333333,2
11,Atlético-GO,37.18,12,25.453333333333337,19,49.671666666666674,5
12,Cuiabá,36.91,13,25.436666666666667,20,46.599999999999994,6
13,Santos,34.056666666666665,14,58.491666666666674,3,32.836666666666666,15
14,São Paulo,33.165,15,40.18333333333334,15,36.10999999999999,13
15,Chapecoense,32.72666666666667,16,29.365,18,31.563333333333333,16
16,Fluminense,30.728333333333335,17,40.89166666666667,14,30.128333333333334,18
17,Juventude,27.945000000000004,18,47.12833333333334,9,21.888333333333335,20
18,Bahia,23.834999999999997,19,34.32666666666666,16,35.94333333333334,14
19,Athlético-PR,21.18166666666666,20,41.18333333333333,13,30.961666666666662,17
