,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1665,Rafael Luiz,107543,Bragantino,LAT,1.0666666666666667,10.2,Cuiabá,visitante,2.909090909090909,6.554545454545455
1666,Piquerez,102130,Palmeiras,LAT,3.233333333333333,7.6,Grêmio,visitante,4.384615384615385,5.992307692307692
1667,Fernando Miguel,71571,Atlético-GO,GOL,4.230769230769231,6.291666666666667,Sport,visitante,5.6923076923076925,5.99198717948718
1668,Carlinhos,63194,Fortaleza,LAT,4.8,6.1,América-MG,visitante,5.642857142857143,5.871428571428572
1669,Maurício Kozlinski,72595,Atlético-GO,GOL,3.0,0.0,Sport,visitante,5.6923076923076925,5.6923076923076925
1670,Jefferson,95220,Atlético-GO,LAT,-0.6,0.0,Sport,visitante,5.6923076923076925,5.6923076923076925
1671,Hulk,39148,Atlético-MG,ATA,9.018181818181818,5.671428571428571,Flamengo,visitante,5.3076923076923075,5.489560439560439
1672,Marcelo Benevenuto,95638,Fortaleza,ZAG,3.3083333333333336,4.976923076923077,América-MG,visitante,5.642857142857143,5.309890109890111
1673,Franco,39656,Atlético-MG,MEI,0.6,0.0,Flamengo,visitante,5.3076923076923075,5.3076923076923075
1674,Echaporã,104655,Atlético-MG,ATA,-0.15,0.0,Flamengo,visitante,5.3076923076923075,5.3076923076923075
1675,Éderson,103099,Fortaleza,MEI,5.892307692307692,4.907142857142857,América-MG,visitante,5.642857142857143,5.275
1676,Arnaldo,78497,Atlético-GO,LAT,3.1374999999999993,4.790909090909091,Sport,visitante,5.6923076923076925,5.241608391608391
1677,Felipe Alves,72372,Fortaleza,GOL,3.25,4.75,América-MG,visitante,5.642857142857143,5.196428571428571
1678,Yago Pikachu,80196,Fortaleza,MEI,5.957142857142856,4.684615384615385,América-MG,visitante,5.642857142857143,5.163736263736264
1679,Daniel,96468,Internacional,GOL,3.1818181818181817,6.083333333333333,São Paulo,visitante,4.1923076923076925,5.137820512820513
1680,Gabriel,87393,Atlético-MG,ZAG,2.7,4.925,Flamengo,visitante,5.3076923076923075,5.116346153846154
1681,Aderlan,88423,Bragantino,LAT,3.4299999999999997,7.2875,Cuiabá,visitante,2.909090909090909,5.098295454545454
1682,Lucas Crispim,88597,Fortaleza,MEI,4.027272727272727,4.376923076923077,América-MG,visitante,5.642857142857143,5.00989010989011
1683,Renan,109963,Palmeiras,ZAG,1.4857142857142858,5.579999999999999,Grêmio,visitante,4.384615384615385,4.9823076923076925
1684,Réver,52253,Atlético-MG,ZAG,2.5666666666666664,4.557142857142857,Flamengo,visitante,5.3076923076923075,4.932417582417582
1685,Eduardo Barroca,77774,Atlético-GO,TEC,2.9618181818181815,4.095555555555556,Sport,visitante,5.6923076923076925,4.893931623931625
1686,Natanael,86264,Atlético-GO,LAT,5.233333333333333,4.09,Sport,visitante,5.6923076923076925,4.891153846153847
1687,Igor Cariús,91639,Atlético-GO,LAT,5.07,4.0777777777777775,Sport,visitante,5.6923076923076925,4.885042735042735
1688,Raul,92496,Bragantino,MEI,2.8000000000000003,6.840000000000001,Cuiabá,visitante,2.909090909090909,4.874545454545455
1689,Guilherme Arana,87228,Atlético-MG,LAT,7.4,4.433333333333334,Flamengo,visitante,5.3076923076923075,4.87051282051282
1690,Danilo Barcelos,84382,Fluminense,LAT,2.8857142857142857,5.38,Ceará,visitante,4.3076923076923075,4.843846153846154
1691,Borrero,106843,Atlético-MG,MEI,1.26,4.3428571428571425,Flamengo,visitante,5.3076923076923075,4.825274725274725
1692,João Paulo,86770,Atlético-GO,MEI,2.6363636363636362,3.9428571428571426,Sport,visitante,5.6923076923076925,4.817582417582417
1693,Bruno Méndez,103700,Internacional,ZAG,4.071428571428571,5.425000000000001,São Paulo,visitante,4.1923076923076925,4.808653846153847
1694,Cuca,42411,Atlético-MG,TEC,5.0915384615384625,4.260714285714285,Flamengo,visitante,5.3076923076923075,4.784203296703296
1695,Weverton,71631,Palmeiras,GOL,2.375,5.083333333333333,Grêmio,visitante,4.384615384615385,4.7339743589743595
1696,Juan Vojvoda,104754,Fortaleza,TEC,4.518571428571429,3.700714285714285,América-MG,visitante,5.642857142857143,4.671785714285714
1697,Eduardo Souza,88406,Atlético-GO,TEC,3.856666666666667,3.643333333333333,Sport,visitante,5.6923076923076925,4.667820512820513
1698,Breno Lopes,93988,Palmeiras,ATA,1.844444444444444,4.883333333333334,Grêmio,visitante,4.384615384615385,4.63397435897436
1699,Nino,91708,Fluminense,ZAG,3.5888888888888895,4.92,Ceará,visitante,4.3076923076923075,4.613846153846154
1700,Jailson,72290,Palmeiras,GOL,3.0714285714285716,4.833333333333333,Grêmio,visitante,4.384615384615385,4.6089743589743595
1701,Baralhas,99440,Atlético-GO,MEI,2.525,3.4749999999999996,Sport,visitante,5.6923076923076925,4.583653846153846
1702,Nathan Silva,95794,Atlético-MG,ZAG,4.361538461538462,3.8454545454545452,Flamengo,visitante,5.3076923076923075,4.576573426573426
1703,Saravia,96725,Internacional,LAT,3.2625,4.955555555555556,São Paulo,visitante,4.1923076923076925,4.573931623931625
1704,Matheus Vargas,87929,Fortaleza,MEI,2.0916666666666663,3.4800000000000004,América-MG,visitante,5.642857142857143,4.561428571428571
1705,Patrick,83433,Internacional,MEI,3.616666666666667,4.8769230769230765,São Paulo,visitante,4.1923076923076925,4.5346153846153845
1706,Zaracho,100079,Atlético-MG,MEI,3.472727272727273,3.736363636363637,Flamengo,visitante,5.3076923076923075,4.522027972027972
1707,Robson,84817,Fortaleza,ATA,4.028571428571429,3.3999999999999995,América-MG,visitante,5.642857142857143,4.521428571428571
1708,Nacho Fernández,94916,Atlético-MG,MEI,4.981818181818182,3.7111111111111117,Flamengo,visitante,5.3076923076923075,4.509401709401709
1709,Diego Costa,70316,Atlético-MG,ATA,5.05,3.6500000000000004,Flamengo,visitante,5.3076923076923075,4.478846153846154
1710,Dudu,97133,Atlético-GO,LAT,2.590909090909091,3.2636363636363637,Sport,visitante,5.6923076923076925,4.477972027972028
1711,Everson,72294,Atlético-MG,GOL,4.461538461538462,3.642857142857143,Flamengo,visitante,5.3076923076923075,4.475274725274725
1712,Victor Luis,86410,Palmeiras,LAT,1.5,4.55,Grêmio,visitante,4.384615384615385,4.467307692307692
1713,Vargas,69102,Atlético-MG,ATA,4.279999999999999,3.625,Flamengo,visitante,5.3076923076923075,4.466346153846153
1714,Paulo Victor ,112141,Internacional,LAT,3.1857142857142855,4.6499999999999995,São Paulo,visitante,4.1923076923076925,4.421153846153846
1715,Guga,101319,Atlético-MG,LAT,2.9857142857142853,3.472727272727273,Flamengo,visitante,5.3076923076923075,4.3902097902097905
1716,Mariano,38877,Atlético-MG,LAT,4.077777777777778,3.4666666666666663,Flamengo,visitante,5.3076923076923075,4.387179487179487
1717,Esteves,100846,Palmeiras,LAT,0.4,0.0,Grêmio,visitante,4.384615384615385,4.384615384615385
1718,Zé Roberto,80076,Atlético-GO,ATA,0.31428571428571433,3.072727272727273,Sport,visitante,5.6923076923076925,4.382517482517483
1719,Igor Torres,110303,Fortaleza,ATA,1.9833333333333334,3.099999999999999,América-MG,visitante,5.642857142857143,4.371428571428571
1720,Marlon,91706,Fluminense,LAT,2.7,4.4,Ceará,visitante,4.3076923076923075,4.353846153846154
1721,Titi,50353,Fortaleza,ZAG,4.2846153846153845,3.0583333333333336,América-MG,visitante,5.642857142857143,4.350595238095238
1722,Artur,95799,Bragantino,ATA,6.616666666666668,5.766666666666667,Cuiabá,visitante,2.909090909090909,4.337878787878788
1723,Osmar Loss,77552,Internacional,TEC,1.9,4.48,São Paulo,visitante,4.1923076923076925,4.336153846153847
1724,Eduardo Sasha,70360,Atlético-MG,ATA,1.2777777777777777,3.322222222222222,Flamengo,visitante,5.3076923076923075,4.314957264957265
1725,João Neto,111834,Fluminense,ATA,0.4,0.0,Ceará,visitante,4.3076923076923075,4.3076923076923075
1726,Tinga,82628,Fortaleza,LAT,3.63076923076923,2.9615384615384617,América-MG,visitante,5.642857142857143,4.302197802197803
1727,Yuri Alberto,100652,Internacional,ATA,6.008333333333333,4.407142857142857,São Paulo,visitante,4.1923076923076925,4.299725274725274
1728,Oliveira,94514,Atlético-GO,ZAG,2.3375000000000004,2.88,Sport,visitante,5.6923076923076925,4.286153846153846
1729,André Luís,92146,Atlético-GO,ATA,1.2615384615384615,2.8666666666666663,Sport,visitante,5.6923076923076925,4.279487179487179
1730,Abel Ferreira,110506,Palmeiras,TEC,4.172,4.1725,Grêmio,visitante,4.384615384615385,4.278557692307693
1731,Deyverson,92708,Palmeiras,ATA,1.5333333333333332,4.122222222222222,Grêmio,visitante,4.384615384615385,4.253418803418803
1732,Wanderson,86143,Atlético-GO,ZAG,1.25,2.8142857142857145,Sport,visitante,5.6923076923076925,4.253296703296703
1733,Igor Rabello,89493,Atlético-MG,ZAG,1.75,3.16,Flamengo,visitante,5.3076923076923075,4.233846153846153
1734,André,107498,Fluminense,MEI,2.422222222222222,4.142857142857143,Ceará,visitante,4.3076923076923075,4.225274725274725
1735,Ytalo,53148,Bragantino,ATA,5.3545454545454545,5.522222222222222,Cuiabá,visitante,2.909090909090909,4.215656565656566
1736,Helinho,102598,Bragantino,ATA,1.992307692307692,5.477777777777778,Cuiabá,visitante,2.909090909090909,4.193434343434344
1737,Peglow,106821,Internacional,ATA,-0.7,0.0,São Paulo,visitante,4.1923076923076925,4.1923076923076925
1738,Kaíque Rocha,103684,Internacional,ZAG,1.0,0.0,São Paulo,visitante,4.1923076923076925,4.1923076923076925
1739,Matheus Cadorini,111688,Internacional,ATA,3.25,0.0,São Paulo,visitante,4.1923076923076925,4.1923076923076925
1740,Jorge,88065,Palmeiras,LAT,3.0999999999999996,4.0,Grêmio,visitante,4.384615384615385,4.1923076923076925
1741,Júnior Alonso,88312,Atlético-MG,ZAG,3.7,3.0249999999999995,Flamengo,visitante,5.3076923076923075,4.1663461538461535
1742,Bobadilla,84342,Fluminense,ATA,0.6428571428571429,3.966666666666667,Ceará,visitante,4.3076923076923075,4.137179487179488
1743,Raphael Veiga,94509,Palmeiras,MEI,6.671428571428571,3.8600000000000003,Grêmio,visitante,4.384615384615385,4.122307692307693
1744,Diego Aguirre,73766,Internacional,TEC,4.629,4.034166666666667,São Paulo,visitante,4.1923076923076925,4.11323717948718
1745,Montenegro,71695,Atlético-GO,ATA,0.8142857142857143,2.533333333333333,Sport,visitante,5.6923076923076925,4.112820512820512
1746,Ramires,103295,Bragantino,MEI,1.0,5.3,Cuiabá,visitante,2.909090909090909,4.1045454545454545
1747,Mayke,81150,Palmeiras,LAT,1.5166666666666666,3.8000000000000003,Grêmio,visitante,4.384615384615385,4.092307692307693
1748,Caio Paulista,102318,Fluminense,ATA,1.9,3.8444444444444446,Ceará,visitante,4.3076923076923075,4.076068376068376
1749,Marcelo Boeck,37788,Fortaleza,GOL,6.8,2.5,América-MG,visitante,5.642857142857143,4.071428571428571
