,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Flamengo,Atlético-GO,54.2213825702143,28.24799951820572,17.530597642995062,52.93413981975912,25.849153111731333
1,São Paulo,América-MG,37.58302278453513,33.44052591821417,28.976450625733115,45.31962708460782,38.79318882165935
2,Atlético-MG,Grêmio,66.03741585771095,25.247143780533715,8.715386213700645,69.54697530567316,22.37829487647361
3,Internacional,Bragantino,30.665526846043562,23.319522147763024,46.01469217101397,17.470177269991208,24.978362327396695
4,Ceará,Palmeiras,34.58279816856753,26.858526537182755,38.55865428486543,27.221362863640884,29.598164867669496
5,Bahia,Fortaleza,14.431102313637249,18.152900274979576,67.41265050381878,9.70188663133553,37.27408050491285
6,Cuiabá,Santos,40.684030939551796,32.71132026776932,26.60464752197702,46.711141649808056,36.11394174002502
7,Athlético-PR,Sport,44.025402775730285,38.979887063354276,16.994709957728496,66.00964540174914,42.55613124335093
8,Corinthians,Juventude,40.61751352626199,36.81393664645478,22.568549557538,56.44251228592376,41.58575887004462
9,Chapecoense,Fluminense,22.33640669877234,29.889171511681816,47.774414011625645,29.328549564183348,47.77317278779466
