,clube,Goal_diff_geral,xG_diff_geral
5,São Paulo,-0.16666666666666674,0.3506645235126966
6,Grêmio,-0.583333333333333,0.20212934400821503
8,Ceará,-0.28205128205128216,0.036169520992786364
