,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Chapecoense,Palmeiras,19.89630295030193,22.214916261628254,57.88828469186833,15.092135275562821,36.30397858359379
1,Athlético-PR,Juventude,43.242551973240836,30.96655907357385,25.79088550795276,45.04334691199996,32.389080324316396
2,Atlético-MG,Sport,54.897774175208,36.927951627854384,8.174273364274303,80.3023854820099,37.472414552738464
3,Ceará,Santos,43.24306908802249,30.286497993393112,26.470428245984202,43.18939772170362,31.301544800264132
4,Bahia,Bragantino,23.829390612417136,20.618467313031527,55.55050682136591,11.637465003521774,25.681069266286837
5,Internacional,Fortaleza,33.025469758411944,25.549623859021125,41.42485432611114,23.34635783301587,28.042426833673517
6,São Paulo,Atlético-GO,25.445337195505402,39.945606842774644,34.609055922581874,48.588011970796465,56.35802467338921
7,Corinthians,América-MG,42.85097598436461,33.31499271765431,23.83403004479877,50.74149449086358,36.03713369309901
8,Flamengo,Grêmio,62.43366224917343,25.2627980729955,12.30347094996717,59.58014014013321,21.55367427914994
9,Cuiabá,Fluminense,35.12806047934448,34.242339851990394,30.62959928778036,44.91124085512478,41.45246571660734
