,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Athlético-PR,Atlético-MG,18.900043106220494,26.503412662125687,54.596497265816126,22.877729980874694,47.456765082756654
1,Grêmio,Bragantino,23.910299270891922,26.56454196353657,49.52511664698583,23.292961261127008,39.69049605972111
2,Santos,Chapecoense,49.23185873909678,28.338002848667816,22.43012130562607,45.06814751207454,26.476596672039342
3,América-MG,Atlético-GO,43.85781805149517,33.993428241064095,22.148752637181087,53.7503032125626,36.583318645276606
4,Fortaleza,Ceará,47.01104645982721,29.23820381265923,23.75073974239629,44.78460653627639,28.439011899387527
5,Cuiabá,Internacional,30.726724757682433,32.017332037439175,37.25594196674732,36.89121779494167,41.65548316234507
6,Palmeiras,São Paulo,56.173616176732146,25.993386009230985,17.832937766559553,48.492612259776706,22.021802473645085
7,Juventude,Fluminense,33.23772295230133,34.0866132982292,32.67566337005069,43.01955994765437,42.58951506787572
8,Flamengo,Corinthians,62.504203332115836,23.096854519951215,14.398724861620385,50.273344916880845,17.69657783911496
9,Sport,Bahia,32.88835543494593,36.21037521307051,30.901269212660498,47.19378438050531,45.60763543368167
