,clube,ranking_clube,fase
0,Atlético-MG,1,86.67
1,Atlético-GO,9,73.33
2,Santos,11,66.67
3,São Paulo,13,66.67
4,Flamengo,2,53.33
5,Ceará,10,53.33
6,Grêmio,18,53.33
7,Corinthians,4,46.67
8,Bahia,16,46.67
9,Sport,19,46.67
10,Cuiabá,15,46.67
11,Fluminense,7,40.0
12,Fortaleza,5,40.0
13,América-MG,8,40.0
14,Palmeiras,3,33.33
15,Athlético-PR,14,33.33
16,Juventude,17,26.67
17,Bragantino,6,26.67
18,Internacional,12,6.67
19,Chapecoense,20,0.0
