,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,64.01833333333333,1,59.98333333333333,3,59.25666666666667,1
1,Atlético-MG,49.63666666666666,2,67.30833333333332,2,48.78333333333333,2
2,Sport,49.47333333333333,3,49.23,7,38.98166666666666,12
3,Internacional,48.87333333333333,4,68.89,1,42.76499999999999,8
4,Bahia,48.81666666666666,5,34.235,17,41.24166666666667,10
5,Ceará,46.20000000000001,6,53.126666666666665,5,32.365,17
6,Bragantino,45.91,7,31.346666666666664,19,47.72666666666667,3
7,Athlético-PR,45.544999999999995,8,39.89,12,34.673333333333325,15
8,América-MG,45.38999999999999,9,54.54666666666666,4,45.935,5
9,Fortaleza,44.98333333333333,10,32.74666666666666,18,42.79999999999999,7
10,Palmeiras,44.18000000000001,11,42.85333333333333,10,42.544999999999995,9
11,Fluminense,42.71,12,46.11000000000001,9,39.07333333333333,11
12,Corinthians,41.873333333333335,13,47.96333333333333,8,38.165,13
13,Atlético-GO,41.781666666666666,14,36.945,16,47.32666666666666,4
14,Cuiabá,41.63666666666666,15,38.945,13,45.88999999999999,6
15,São Paulo,41.125,16,41.50666666666667,11,30.945000000000004,18
16,Juventude,39.03833333333333,17,37.565,14,29.764999999999997,19
17,Santos,34.74666666666666,18,37.21833333333333,15,32.675,16
18,Grêmio,30.39833333333333,19,52.055,6,26.254999999999995,20
19,Chapecoense,29.911666666666672,20,25.800000000000008,20,36.545,14
