,clube,P
0,Atlético-MG,72.70708805249738
1,Flamengo,62.11361215724143
2,Fortaleza,60.590231880740454
3,Palmeiras,60.02116072975569
4,Bragantino,58.725837046439125
5,Corinthians,55.35842971235983
6,Internacional,53.48167610768934
7,Fluminense,52.692726082926875
8,Athlético-PR,47.96529618834428
9,Atlético-GO,47.769256258440784
10,São Paulo,46.07383179176237
11,Ceará,43.917625262680474
12,América-MG,43.174716642806374
13,Bahia,42.79670694857771
14,Santos,42.646973451051956
15,Cuiabá,41.15909615570431
16,Sport,39.2029586153937
17,Juventude,38.12699421369498
18,Grêmio,37.53100278589668
19,Chapecoense,24.027739403262736
