,atleta_id,apelido,ranking
0,87863,Arrascaeta,1
1,39148,Hulk,2
2,97867,Léo Ortiz,3
3,83257,Gabriel,4
4,95799,Artur,5
5,107744,Praxedes,6
6,87228,Guilherme Arana,7
7,102878,Terans,8
8,93882,Cleiton,9
9,80853,Pedro Geromel,10
10,70323,Jorginho,11
11,63289,Edenílson,12
12,85425,João Paulo,13
13,82792,Maurício Barbieri,14
14,86120,Borja,15
15,68952,Marinho,16
16,103700,Bruno Méndez,17
17,90768,Fabrício Bruno,18
18,62024,Edimar,19
19,70696,Fábio Carille,20
