,clube,P
0,Atlético-MG,70.2410478185187
1,Palmeiras,60.22121212031352
2,Flamengo,60.14029990327148
3,Fortaleza,57.16017650172949
4,Corinthians,56.72150356563854
5,Bragantino,54.28949708364115
6,Athlético-PR,53.36106598142363
7,Internacional,53.292875038252596
8,Fluminense,50.82274098102835
9,São Paulo,47.79975973214914
10,Atlético-GO,44.89634661496107
11,Ceará,44.812300240935784
12,Santos,44.803235322465355
13,Cuiabá,41.262872731002176
14,América-MG,41.22271342309654
15,Juventude,40.22895317750229
16,Bahia,40.090562104740215
17,Sport,39.59128993706359
18,Grêmio,39.233708533673
19,Chapecoense,27.372688643675318
